Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion
Toys and Hobbies,"sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy",Jakarta Utara,20000,4.6,1964,340,2,"ternyata bukan ORI,harga sesuai kualitas ya 10rb bahan plastik,harusnya dikasih keterangan di deskripsi,",Negative,Fear
Toys and Hobbies,"MAINAN MONTESSORI MONTESORI BUSY JAR BUSYJAR EDUKASI ANAK BAYI BALITA",Kota Bekasi,79900,5,2409,1224,3,"Untuk jar bahannya bagus. bahan2 yg lain lumayan. Namun untuk tutup jar pita tlg diperhatikan lubangnya terlalu besar. gampang ditarik smp lepas. tp terbalik dgn tutupnya stick yg kekecilan lobangnya. stick plastik g bisa masuk. akhirnya hrs diganti tutup stick jd tutup pita. tp y pe er ngerjainnya krn udh keiket kecil2 gt kan. maaf agak panjang reviewnya. untuk yang lain bagus.",Negative,Fear
Toys and Hobbies,"Kereta Thomas Mainan Thomas",Kota Tangerang,59000,4.7,37200,11900,1,"merek kereta nya beda banget sama di gambar yg dijual. merek yg dijual keluaran china. dan bukan merek thomas train set, tapi thamos train set. rel kretanya juga gk bisa rata stabil. kalo nyari kualitas mending cari yang lain. saya aja ketipu sebenrnya. gk liat review dulu. mgkn kalo penjualnya ngasih barang yg sesuai gambar saya bakal puas.",Negative,Fear
Toys and Hobbies,"Fidget Pop It Toy Murah Rainbow Mainan Anak Penghilang Stress Tiktok - ICECONE Pastel",Jakarta Timur,17500,4.8,17600,5189,1,"bukan soal uangnya ,tapi soal ke amanahannya. kirim barang ada yg nggak dikirim(tidak lengkap) bukannya berniat dikirim kekurangannya malah belibet saat di inbox berkali kali. alasan macam2 minta no pesanan dan no resi sudah dikasih tetep aja alesan belibet. salah sendiri kirim brg ngga lengkap. sangat nggak rekomended.",Negative,Fear
Toys and Hobbies,"Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu )",Jakarta Utara,71500,4.6,5667,1643,1,"Sy order 5pcs dikirim cuma 4, Krn weekend senin sy Baru Cek system sdh close, ini penjual penipu Krn ditanya tdk mau jawab padahal dia online",Negative,Fear
Toys and Hobbies,"Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu )",Jakarta Utara,71500,4.6,5667,1643,1,"seller jelek ga recommended mending ga usah belanja disini",Negative,Fear
Toys and Hobbies,"Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu )",Jakarta Utara,71500,4.6,5667,1643,1,"maaf sya kasih bintang 1.. di keterangan udh jelas pilihan warna KUNING RUSA, pilihan warna lain jika tidak ada warna kuning warna HIJAU atau BIRU,, tapi yg dteng malah warna PINK, kalau stok warna yg saya ingin tidak ada harus.a konfirmasi terlebih dahulu. tapi ini tidak. kecewa si.. karna anak saya cowo bukan cewek malah di kasih warna pink. lain kali sblum di kirim coba di cek lagi.. ????",Negative,Fear
Toys and Hobbies,"Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu )",Jakarta Utara,71500,4.6,5667,1643,1,"Tolong di cek lagi untuk baterainya gan, Baterai bekas dikasih pantes gak mau hidup suaranya",Negative,Fear
Toys and Hobbies,"Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu )",Jakarta Utara,71500,4.6,5667,1643,1,"Kayaknya smua barangnya kempeess makannya dituliss klo kempes gabisa ganti ????????????????????",Negative,Fear
Toys and Hobbies,"rak hotwheels isi 20 akrilik/acrylic - Hitam",Jakarta Barat,125000,4.9,689,419,3,"Ujungnya bompel mungkin kebentur pas ekspedisi. Saran: packaging seharusnya yg lebih aman utk barang mudah pecah.",Negative,Fear
Toys and Hobbies,"rak hotwheels isi 20 akrilik/acrylic - Hitam",Jakarta Barat,125000,4.9,689,419,3,"Proses cepat produk bagus finising mulus.. Cuma saran om di bagian pengelam agak fi tingkatkan ada beberan sisi yg kurang nempel soal nya. Sama lobang buat gantungan nya agak d besarkan om. Terima kasih",Negative,Fear
Toys and Hobbies,"sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy",Jakarta Utara,20000,4.6,1974,341,1,"ternyata barangnya kw kirain beneran promo",Negative,Fear
Toys and Hobbies,"sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy",Jakarta Utara,20000,4.6,1974,341,1,"Barang palsu, bukan Hot wheels original... Made in China bukan Made MALAYSIA spt diskripsi",Negative,Fear
Toys and Hobbies,"sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy",Jakarta Utara,20000,4.6,1974,341,1,"ternyata bukan hot wheels asli, bahan plastik. harap di beri keterangan bahwa barang tdk original.",Negative,Fear
Toys and Hobbies,"sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy",Jakarta Utara,20000,4.6,1974,341,2,"ternyata bukan ORI,harga sesuai kualitas ya 10rb bahan plastik,harusnya dikasih keterangan di deskripsi,",Negative,Fear
Toys and Hobbies,"sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy",Jakarta Utara,20000,4.6,1974,341,2,"mobil bukan asli hot wheels, sy kira aslinya",Negative,Fear
Toys and Hobbies,"NEW! Mainan Motor Aki Anak PMB M588 NMAX - Abu-abu",Kab.�Bekasi,1000000,4.9,458,287,1,"lain kali sebelum kirim barang di cek dulu.. berfungsi atau tidak.. pertama dinamo ny tidak ada yaa walaupun seller kirim dinamo nya tapii tetep tidak berfungsi motor nya.. lampu, musik, tombol, dan mesin ny gk nyala.. udh di ces berhari ttep ajh gk mau nyala..",Negative,Fear
Toys and Hobbies,"Pokeball",Jakarta Barat,39000,4.7,2057,312,1,"barangku kapan datang ? gua uda lama nunggu . males gua beli lagi",Negative,Fear
Toys and Hobbies,"Mainan Robot Avenger 2 Thor + IronMan + Hulk + Captain America KECIL",Jakarta Utara,64000,4.8,3708,1366,1,"Kaki mainan robot hulk pecah/rusak. Mohon dicek sblm kirim brh",Negative,Fear
Toys and Hobbies,"Avenger Iron Man Smart Dance Robot Super Hero No.LD155A",Jakarta Utara,49000,4.8,3197,804,1,"mending ke toko lain..",Negative,Fear
Toys and Hobbies,"Avenger Iron Man Smart Dance Robot Super Hero No.LD155A",Jakarta Utara,49000,4.8,3197,804,1,"Kecewa robot nya lemot kyaxnya ini yg kw ny  ga lagi dah blanja disini",Negative,Fear
Toys and Hobbies,"DART GAME BESAR Papan Dart Board Besar 17  004-3 1PC=1.2KG - 12 inch 004-1",Kota Surabaya,27000,4.8,2386,1333,1,"hati hati ada jebakan. be careful. judul dan deskripsi tertulis Dart Game Besar 17 isi paket : 1 buah papan Dart 17 INCH, kenyataannya, yg dikirim hanya ukuran 15 (15 INCH). be careful.",Negative,Fear
Toys and Hobbies,"Magnetic Board Game 3 In 1 - Ludo-Halma- Ular Tangga- Mainan Edukatif",Jakarta Pusat,58900,4.9,1911,710,1,"barang tidak lengkap.. next di cek bner2 dlu sblm kirim, gak cm asal kirim aja..jual kok gk mau rugi,mlh ngrugiin customer...suruh kirim kekurangan barangnya gak mau..ribet!! gmn mau dpt kepuasan n kepercayaan dari pelangg",Negative,Fear
Toys and Hobbies,"Magnetic Board Game 3 In 1 - Ludo-Halma- Ular Tangga- Mainan Edukatif",Jakarta Pusat,58900,4.9,1911,710,1,"Barang diterima dengan kondisi pinggirannya patah...",Negative,Fear
Toys and Hobbies,"RB- M28 Mainan Mandi Bola Plastik WarnaWarni SNI Isi 50PCS Untuk Tenda - WARNA- WARNI",Kab. Tangerang,13498,4.9,5087,1052,1,"barang tidak terkirim ke pembeli dan minta di kirim ulang tetapi toko menolak.",Negative,Fear
Toys and Hobbies,"RB- M28 Mainan Mandi Bola Plastik WarnaWarni SNI Isi 50PCS Untuk Tenda - WARNA- WARNI",Kab. Tangerang,13498,4.9,5087,1052,1,"hati2 gaes, dikirim barang yg salah.",Negative,Fear
Toys and Hobbies,"RB- M28 Mainan Mandi Bola Plastik WarnaWarni SNI Isi 50PCS Untuk Tenda - WARNA- WARNI",Kab. Tangerang,13498,4.9,5087,1052,1,"kiri pembelian ke 2 ( saya beli 150pcs). yg kanan pembelian pertama. warna dan kualitas berbeda. pembelin ke 2 bahan tipis, warna tidak secerah pembelian pertama",Negative,Fear
Toys and Hobbies,"RB- M28 Mainan Mandi Bola Plastik WarnaWarni SNI Isi 50PCS Untuk Tenda - WARNA- WARNI",Kab. Tangerang,13498,4.9,5087,1052,1,"Kurir sameday dikirim besoknya. pdhal ditanya bisa kirim hari ini pake sameday dia bilang bisa. Tokonya barang ga ready sih jd sistemnya ambil dulu dikumpulkan orderan baru dikirim jadi ya kaya begitu",Negative,Fear
Toys and Hobbies,"Homade playdough mainan anak 50gr / play dough / playdoh / play doh - Hitam",Kota Tangerang Selatan,4500,4.8,8955,460,1,"pesen playdogh 3, dikirim cuma 1, pesen stamp tp ga dikirim..padahal byr full..ga ada cfm sama sekali..sangat ga rekomended tokonya (maaf sy ksh bintang 1, lain kali hrs lebih amanah kl jual)",Negative,Fear
Food and Drink,"FUKUMI BERAS PORANG BOX SACHET",Kota Surabaya,63000,5,4459,1006,5,"mantap. saya sudah beberapa kali order ulang",Positive,Happy
Food and Drink,"FUKUMI BERAS PORANG BOX SACHET",Kota Surabaya,63000,5,4459,1006,5,"Terimakasih,barang sdh diterima dan sudah dicoba rasanya enak.",Positive,Happy
Food and Drink,"FUKUMI BERAS PORANG BOX SACHET",Kota Surabaya,63000,5,4459,1006,5,"Rasanya enak dan mengenyangkan Mirip bgt sama nasi putih biasa",Positive,Happy
Food and Drink,"Silverqueen Cashew 62g",Jakarta Timur,16000,4.9,2574,805,5,"Coklat nya sampai dgn selamat tdk leleh, packing aman, pengiriman cepat, harga murah. Thank you",Positive,Happy
Food and Drink,"ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free",Kab. Tangerang,31500,4.9,4318,1981,5,"harga murah kualitas produk sangat baik",Positive,Happy
Food and Drink,"ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free",Kab. Tangerang,31500,4.9,4318,1981,5,"respon penjual cepat, pengiriman cepat dankemasan rapih",Positive,Happy
Food and Drink,"ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free",Kab. Tangerang,31500,4.9,4318,1981,5,"mantap barang ori, packing oke, harga promo muraj, sering sering aja promo ya",Positive,Happy
Food and Drink,"Dendeng Sapi l Dendeng Sapi Manis 200 gram",Kota Bandung,20000,4.8,4578,1003,5,"packing rapi n aman.. produk sesuai pesanan.. seller responsif.. utk rasa dendeng ny blm dicoba ya, mdh�an saja enak.. Thanks..",Positive,Happy
Food and Drink,"Paket Hemat Minyak Goreng Rose 2L & Gula Kuning 1KG Rose Brand",Jakarta Selatan,70000,5,1357,374,5,"puas mantap luar biasa cepat sampai rekomendasi belanja disini",Positive,Happy
Food and Drink,"Dendeng Sapi l Dendeng Sapi Manis 200 gram",Kota Bandung,20000,4.8,4578,1003,5,"rasanya OK ??",Positive,Happy
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Kota Depok,140000,5,2402,850,5,"empuk manis gede dagingnya, kecil bijinya. respon seller cepat, gratis ongkirnya juga cepat sampai. mantap deh. pasti bakal beli lagi disini.",Positive,Happy
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Kota Depok,140000,5,2402,850,5,"Kurmanya bagus, dagingnya empuk dan tebal. Mau coba pake buat bikin kue. Bakal langganan nih, semoga kualitas kurmanya bagus terus ya. Terima kasih seller!",Positive,Happy
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Kota Depok,140000,5,2402,850,5,"kurma matang sempurna,mantap pokoknya. pas buat anak kecil atau pun orang tua sukses dan smoga berkah gan aamiinn",Positive,Happy
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Kota Depok,140000,5,2402,850,5,"Barang bagus. Response cepat. Proses dan pengiriman cepa. Packing baik. Recommended seller.",Positive,Happy
Food and Drink,"KURMA MEDJOOL ARIHA PALESTINA @500 gr , MEDJOL MEDJOUL DATES PALESTINE",Kota Depok,140000,5,2402,850,5,"Kualitas kurmanya top. Dagingnya tebal dan lembut. Packing bagus, setelah tutup box dibuka kurma masih dibungkus plastik. Mau order lagi",Positive,Happy
Food and Drink,"Lumpia Basah Semarang *BESAR*",Jakarta Selatan,14000,4.9,47100,3109,5,"sdh pembelian berulang2, lumpianya enak, packingnya bgs, penjual responsif dan pengiriman cpt.",Positive,Happy
Food and Drink,"Lumpia Basah Semarang *BESAR*",Jakarta Selatan,14000,4.9,47100,3109,5,"produk selalu fresh dan lezat, packing rapih, pengiriman cepat, dan pelayanan toko sangat ramah ?? sukses terus ya. ??",Positive,Happy
Food and Drink,"Lumpia Basah Semarang *BESAR*",Jakarta Selatan,14000,4.9,47100,3109,5,"enak, isiannya banyak, sausnya mantap",Positive,Happy
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",Jakarta Utara,56000,4.9,5375,2804,5,"Pembelian kedua. Seller, seperti biasa, responsif. Pengemasan barang sangat baik, dengan bubble wrap dan menggunakan kotak lagi. Kualitas kimchi segar dan enak. Overall, good job!",Positive,Happy
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",Jakarta Utara,56000,4.9,5375,2804,5,"kimchi my love, paling enak beli di kimchi id ini, the best pokoknya",Positive,Happy
Food and Drink,"Kimchi Fresh Homemade 1 Kg - Tdk Bubble Wrap, Potong, Normal",Jakarta Utara,56000,4.9,5375,2804,5,"rasa mantap dan dibiarka diluar 1 hari pas asemnya",Positive,Happy
Food and Drink,"Pisang Cavendish Finger 1 kg",Kota Tangerang Selatan,11000,5,3413,1021,5,"respon cepat, barang aman, buahnya segar dan bagus, pengiriman cepat",Positive,Happy
Food and Drink,"Pisang Cavendish Finger 1 kg",Kota Tangerang Selatan,11000,5,3413,1021,5,"buahnya bagus... kurirnya ok sellernya juga ok",Positive,Happy
Food and Drink,"Pisang Cavendish Finger 1 kg",Kota Tangerang Selatan,11000,5,3413,1021,5,"produk ok sesuai gambar",Positive,Happy
Food and Drink,"10 Pcs Pisang Goreng Madu Bu Nanik (RESMI)",Jakarta Barat,70000,4.9,23700,10100,5,"Enak bgt & cepet sampe",Positive,Happy
Food and Drink,"10 Pcs Pisang Goreng Madu Bu Nanik (RESMI)",Jakarta Barat,70000,4.9,23700,10100,5,"Respon seller ok banget, pisangnyaaa enakkk manis nagih",Positive,Happy
Food and Drink,"10 Pcs Pisang Goreng Madu Bu Nanik (RESMI)",Jakarta Barat,70000,4.9,23700,10100,5,"barang ok (harga, porsi) terjangkau, untuk rasa enak, pengiriman cepat..good job",Positive,Happy
Food and Drink,"Pastel Wawa since 2006",Jakarta Utara,13500,5,128600,4790,5,"Udh lama gak makan. Kali ini bnykan sounnya. Daging ayamnya lmyn gak kliatan. Sambel ttp enak. Pcking aman, respon cepat.",Positive,Happy
Food and Drink,"Pastel Wawa since 2006",Jakarta Utara,13500,5,128600,4790,5,"mantap pastelnya. ini pemesanan utk yg kesekian kalinya. selalu langganan n puas sm rasanya.. penjualnya jg ramah banget.. rekomend pokoknya",Positive,Happy
Food and Drink,"Pastel Wawa since 2006",Jakarta Utara,13500,5,128600,4790,5,"Enakk banget, isinya banyak, saosnya mantap. Seller ramah. Thank you!",Positive,Happy
Food and Drink,"The OG - 10 pcs",Jakarta Selatan,71500,5,10000,3929,5,"INI COOKIES TERENAK DIMULUTKU??",Positive,Happy
Food and Drink,"The OG - 10 pcs",Jakarta Selatan,71500,5,10000,3929,5,"Enakkkk banget, cryyyyy! Packaging oke. Tengkyu!",Positive,Happy
Food and Drink,"The OG - 10 pcs",Jakarta Selatan,71500,5,10000,3929,5,"Respon seller OK.Packaging rapih. Pesanan sesuai. Kukisnya enak teksturnya pas, hanya masih kemanisan mnrt sy. Kalau dikurangi sedikit manisnya lebih ok ??????",Positive,Happy
Food and Drink,"The OG - 10 pcs",Jakarta Selatan,71500,5,10000,3929,5,"Salah satu yang terbaik, packing rapih dan kualitas makanan sangat bagus",Positive,Happy
Food and Drink,"MALING WOST TTS BRAND 397GR (PORK LUNCHEON MEAT/NON HALAL)",Kota Bandung,48000,5,16000,3321,5,"pelayanan cepat, langganan di toko ini.",Positive,Happy
Food and Drink,"MALING WOST TTS BRAND 397GR (PORK LUNCHEON MEAT/NON HALAL)",Kota Bandung,48000,5,16000,3321,5,"pelayanan top bgt.exp lama.stp beli maling slalu ke toko ini.the best seller",Positive,Happy
Food and Drink,"MALING WOST TTS BRAND 397GR (PORK LUNCHEON MEAT/NON HALAL)",Kota Bandung,48000,5,16000,3321,5,"barang ORI..pengiriman cepat.. sippp",Positive,Happy
Food and Drink,"Realfood Royal Wellness Minuman Sarang Burung Walet + Immune Booster",Jakarta Barat,1500000,5,3739,1662,5,"Packaging baik. Barang utuh dan sudah dikirim ke anggoto keluarga isoman. Semoga membantu pemulihan. Sering promo ya real food. Sukses selalu ??",Positive,Happy
Food and Drink,"Realfood Royal Wellness Minuman Sarang Burung Walet + Immune Booster",Jakarta Barat,1500000,5,3739,1662,5,"Barang sesuai deskripsi.. seller fast response.. pengiriman aman sampai rumah..",Positive,Happy
Food and Drink,"Realfood Royal Wellness Minuman Sarang Burung Walet + Immune Booster",Jakarta Barat,1500000,5,3739,1662,5,"Barangnya bagus dan original. Packaging juga bagus full dng bubble wrap berlapis dan dilapis dng packing kardus. Barang msh tersegel.",Positive,Happy
Food and Drink,"ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free",Kab. Tangerang,31500,4.9,4318,1981,1,"janjinya dapat 3 kaleng kecil dan 1 kaleng besar tapi yg datang adalah 4 kaleng kecil , kecewa bangetttt",Negative,Sadness
Food and Drink,"ABC Sarden Saus Extra Pedas 155 g - Buy 3 Get 1 pcs Free",Kab. Tangerang,31500,4.9,4318,1981,1,"di foto bonus foto besar... Dateng nya kecill.. pencitraan sekali anda kill sungguh mengecewakan",Negative,Sadness
Food and Drink,"10 Pcs Pisang Goreng Madu Bu Nanik (RESMI)",Jakarta Barat,70000,4.9,23700,10100,1,"Rugi sudah bayar instant delivery yg mahal tapi ternyata order tidak dicek dan tidak lengkap. Pesanan yg seharusnya praktis dan cepat tuntas menjadi bertele-tele krn harus kirim ulang. Sangat kecewa. Sia-sia belanja mahal disini.",Negative,Sadness
Food and Drink,"Realfood Royal Wellness Minuman Sarang Burung Walet + Immune Booster",Jakarta Barat,1500000,5,3739,1662,1,"Layanan CS sangat mengecewakan",Negative,Sadness
Food and Drink,"Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Biji Kopi",Jakarta Selatan,110000,4.9,8041,4138,1,"Order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� Gak tau ini kesalahan dr selese seler atau kurir.",Negative,Sadness
Food and Drink,"Pronas Kornet Sapi Regular (kemasan kaleng EOE) 340 g",Kota Bekasi,26000,4.9,24900,3426,1,"kecewa berat salahnya dimana ini packing atau memang kemasan produknya yang hancur. gak sangka sekelas pronas bisa seperti ini",Negative,Sadness
Food and Drink,"Keripik tempe 200 gram",Jakarta Timur,17500,4.9,16600,2502,2,"kok hancur tempenya.saya dikasih yg puing2 tempe..yg utuh hanya beberapa.kecewa sih.kan saya di sini bayar",Negative,Sadness
Food and Drink,"Pronas Kornet Sapi Regular (kemasan kaleng EOE) 340 g",Kota Bekasi,26000,4.9,24900,3426,1,"parah pake banget..kalengnya aja udh gimana bentuknya..peyot super parah..tolong packing lbh di perhatikan..!!! mengecewakan",Negative,Sadness
Food and Drink,"DIMSUM SEHAT DAN HALAL",Jakarta Selatan,179999,4.9,9479,2761,1,"Kali ini dimsum nya hancur",Negative,Sadness
Food and Drink,"Pia Medan Lau Pho Piang Merk Damai",Jakarta Utara,32000,4.9,871,356,1,"pengiriman sangat teramat lama sampai, sangat mengecewakan",Negative,Sadness
Food and Drink,"Pia Medan Lau Pho Piang Merk Damai",Jakarta Utara,32000,4.9,871,356,2,"pia nya sudah sampai kak, tp pas di buka pada hancur smua. padahal sudah di bubble wrap",Negative,Sadness
Food and Drink,"Tropicana Slim Hokkaido Cheese Cookies (5 Sch) - Sugar FREE",Jakarta Utara,20000,4.9,19300,4261,2,"Kecewa karena pengiriman yang lama. Katanya gara-gara pembatasan pengiriman karena Covid-19. Pesan tgl 1, baru diambil untuk dikirim tgl 6 dan saya terima tgl 8. Masih bisa dimaklumi. Tapi eh, pas udah diterima, ternyata cuma dpt 1 kotak, padahal pesan 2. :(",Negative,Sadness
Food and Drink,"Pie Susu Dhian Bali",Jakarta Barat,30000,4.9,16800,3453,1,"pesanan sy tidak sampai ke rumah sy sesuai alamatnya.",Negative,Sadness
Food and Drink,"Paket Hemat Konbutsuyu 50gr + Shabu-Shabu 50gr + Sukiyaki 50gr",Jakarta Pusat,37500,4.7,266,92,1,"Saya pesen ini yg dateng cuma sukiyaki dan konbutsuyu padahal di deskripsi tertulis 3 jenis.. Kecewa bgt..",Negative,Sadness
Food and Drink,"FITBAR snack Sehat isi 5 x 22 gram Choco/ Nuts/ Fruits/ Tiramisu - Choco delight",Kab. Tangerang,19999,5,35200,5096,1,"Maaf pembelian yg ke 2 kali nya kecewa.. saya pesan 5 x 5 dus (isi 5), malah d kirim 2 dus (isi 12) jd kurang 1",Negative,Sadness
Food and Drink,"FITBAR snack Sehat isi 5 x 22 gram Choco/ Nuts/ Fruits/ Tiramisu - Choco delight",Kab. Tangerang,19999,5,35200,5096,1,"Packing berantakan, sungguh mengecewakan",Negative,Sadness
Food and Drink,"FITBAR snack Sehat isi 5 x 22 gram Choco/ Nuts/ Fruits/ Tiramisu - Choco delight",Kab. Tangerang,19999,5,35200,5096,1,"2x pembelian awal ga ada masalah dan puas. tapi pembelian terakhir ini mengecewakan. ntah mau irit packaging atau karena alasan apa untuk pembelian rasa tiramisu sudah tidak berkardus. mungkin udah mulai dijual ketengan.",Negative,Sadness
Food and Drink,"Don Bakershop Premium Choux - Box of 4",Jakarta Timur,67000,4.9,1645,495,2,"Rasanya tidak sesuai ekspektasi, bener� kecewa. Yang emak hanya VALRHONA CHOCOLATE, sisanya gak enak semua. INTINYA: KECEWA",Negative,Sadness
Food and Drink,"Brownies Panggang PREMIUM",Kota Bekasi,39000,4.9,7940,2153,1,"brownis nya penyek. untung ga ancur. SANGAT KECEWA SAMA PENGIRIMAN NYA #ANTARAJA. LELET DAN BIKIN BROWNIS SAYA PENYEK. TOKPED HRS NYA BLACKLIST TUH ANTARAJA",Negative,Sadness
Food and Drink,"Brownies Panggang PREMIUM",Kota Bekasi,39000,4.9,7940,2153,1,"Ga akan bl lg dsni. Thx. Saya kecewa.",Negative,Sadness
Food and Drink,"Keju PROCHIZ Paket Gold Mini Promo Serba 12",Jakarta Selatan,24732,5,4299,902,1,"kecewa ...minta ganti alamat mlh gk bisa",Negative,Sadness
Food and Drink,"TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal",Jakarta Selatan,85000,5,86600,24500,1,"setelah minum jadi mual2, beda rasanya dengan yang biasa",Negative,Sadness
Food and Drink,"TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal",Jakarta Selatan,85000,5,86600,24500,1,"jujur kecewa, udah beli kesekian kali. baru diminum sehari bsknya sudah asem. jadi g bisa diminum. Mohon dipastikan tgl kadaluarsanya.",Negative,Sadness
Food and Drink,"TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal",Jakarta Selatan,85000,5,86600,24500,1,"Kali ini kecewa, dapet yang udah kadaluarsa padahal baru minum sehari besoknya udah asem, gak bisa diminum.. mohon di pastikan tgl kadaluarsanya.. jujur kecewa banget",Negative,Sadness
Food and Drink,"TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal",Jakarta Selatan,85000,5,86600,24500,1,"Kecewa sama anter aja! Jadi basi kopsus saya karena sameday tapi nyampenya malem",Negative,Sadness
Food and Drink,"TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal",Jakarta Selatan,85000,5,86600,24500,1,"Baru sehari udh basi T_T",Negative,Sadness
Food and Drink,"TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal",Jakarta Selatan,85000,5,86600,24500,1,"Belum ada 2 hari di kulkas, tapi udah BASI. hiks.",Negative,Sadness
Food and Drink,"TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal",Jakarta Selatan,85000,5,86600,24500,1,"aku dikirimin kopi langsung masukin kulkas. besok di cobain basi ??",Negative,Sadness
Food and Drink,"TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal",Jakarta Selatan,85000,5,86600,24500,1,"Pesen kopi keluarga 2 botol, yg dikirim cm 1 botol. Penjual dichat tidak ada respon sama sekali. Sangat mengecewakan penjualnya.",Negative,Sadness
Food and Drink,"TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal",Jakarta Selatan,85000,5,86600,24500,1,"mon maap, pemesanan ke-2 ini rasanya beda dg pemesanan pertama yg luar biasa enaknya. yg ini lebih pahit drpd sblmnya. lagipula pada pemesanan ini saya menemukan rambut di dalam kopinya :( mohon dijaga kualitas dan rasanya meski bnyk pesanan ya. tks.",Negative,Sadness
Food and Drink,"TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal",Jakarta Selatan,85000,5,86600,24500,1,"baru diminum sedikit, besoknya udah basi :(",Negative,Sadness
Food and Drink,"TUKU - TUKUCUR Kopi Susu Tetangga 1 Liter - Normal",Jakarta Selatan,85000,5,86600,24500,1,"Pesen hari selasa malem, nyampe rumah rabu sore.. kamis masih aman, jumat pagi di minum udh asem.. padahal masih banyak.. jadi kecewa :(",Negative,Sadness
Food and Drink,"ayam ungkep jakarta-ayam ungkep bumbu kuning-ayam ungkep laos - paha 5 dada 5",Kota Depok,95000,5,6354,2299,1,"Rasa udang rebon, semur ayam, lele, kikil, enak semua..tapi utk ayam ungkepnya maaf bener2 mengecewakan. Pertama kali sy buka boxnya baunya amis/tidak fresh tercium, lalu sy goreng masih amis. Barusan sy coba ungkep ulang dg bumbu ayam goreng dan sy goreng, ternyata masih tercium bau tidak enak terutama pada bagian tulangnya. Padahal sy sdh langsung pesan 2 box dg kurir GOJEK INSTAN. #SUDAH ADA (HANYA) PERMINTAAN MAAF DR PENJUAL#",Negative,Sadness
Food and Drink,"Keripik Pisang Coklat Aneka Yen-Yen Lampung Kemasan 225g - Coklat",Kota Bandar Lampung,18000,4.9,33200,3233,1,"Sy terima package makanannya sudah rusak dan terbuka .. apa bekas ini ? Sangat kecewa",Negative,Sadness
Food and Drink,"gepuk karwati ayam (oleh-oleh food) makanan khas - Original",Kab. Cianjur,16000,4.8,19800,2222,1,"sepertinya bukan gepuk fresh, rasanya gak enak dan 3 hari kemudian dah berjamur... sayang bgt padahal beli banyak dibuang semua deh",Negative,Sadness
Food and Drink,"gepuk karwati ayam (oleh-oleh food) makanan khas - Original",Kab. Cianjur,16000,4.8,19800,2222,1,"Gepuknya kok pahit ??",Negative,Sadness
Food and Drink,"gepuk karwati ayam (oleh-oleh food) makanan khas - Original",Kab. Cianjur,16000,4.8,19800,2222,1,"Maaf sebelumnya, bknnya sy mau menjelekan produk. tp sy kecewa salah satu gepuk toples warna merah stlah 2hr ko sudah berjamur, pdhl 2 toples yg lainnya masih wenak bgtzz gepuknya",Negative,Sadness
Food and Drink,"Granola Chocolate Vanilla 400g - Granola Cokelat dan Vanilla",Jakarta Timur,69900,5,3919,1363,1,"Barangnya sudah ga enak lagi, udah beda rasanya",Negative,Sadness
