Tanggal & Waktu,ID Struk,Status Pembayaran,ID / Kode Outlet,Outlet,Tipe Penjualan,Kasir,No. Hp Pelanggan,Nama Pelanggan,SKU,Nama Produk,Kategori,Jumlah Produk,Harga Produk,Penjualan Kotor,Diskon Produk,Subtotal,Diskon Transaksi,Service Charge,Pajak,Pembulatan,Poin Ditukar,Total,Metode Pembayaran,Pembayaran,Alasan Pembatalan,Catatan Transaksi,Catatan Custom Amount
22-08-2021 16:41:52,VPPPCZ8V8MM8V,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Sigorsuke,Snack,1,"10,000","10,000",0,"10,000",0,0,0,0,0,"10,000",Tunai,"10,000",,,
22-08-2021 16:37:10,VPPPCZ8V8MBJD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Goreng - Potong,Lalapan,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
22-08-2021 16:26:52,6GGGCWKNK7W6B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Wedang Uwuh,Tradisional Drink,2,"10,000","20,000",0,"62,000",0,0,0,0,0,"62,000",Tunai,"62,000",,,
22-08-2021 16:26:52,6GGGCWKNK7W6B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Bandrek,Tradisional Drink,1,"10,000","10,000",0,,,,,,,,,,,,
22-08-2021 16:26:52,6GGGCWKNK7W6B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Sigorsuke,Snack,1,"10,000","10,000",0,,,,,,,,,,,,
22-08-2021 16:26:52,6GGGCWKNK7W6B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Kentang Goreng Sosis,Snack,1,"12,000","12,000",0,,,,,,,,,,,,
22-08-2021 16:26:52,6GGGCWKNK7W6B,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tubruk,Classic,1,"10,000","10,000",0,,,,,,,,,,,,
22-08-2021 15:37:06,KLLLCD9M9YLZ7,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Kentang Goreng Sosis,Snack,1,"12,000","12,000",0,"45,000",0,0,0,0,0,"45,000",Tunai,"45,000",,,
22-08-2021 15:37:06,KLLLCD9M9YLZ7,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Sigorsuke,Snack,1,"10,000","10,000",0,,,,,,,,,,,,
22-08-2021 15:37:06,KLLLCD9M9YLZ7,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Wedang Uwuh,Tradisional Drink,2,"10,000","20,000",0,,,,,,,,,,,,
22-08-2021 15:37:06,KLLLCD9M9YLZ7,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Air Mineral,Additional,1,"3,000","3,000",0,,,,,,,,,,,,
22-08-2021 15:03:41,RQQQT79L96YQP,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chocolate - Ice,Milk Base,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
22-08-2021 14:52:02,WPPPCMRQRNKGZ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Goreng - Potong,Lalapan,2,"15,000","30,000",0,"55,000",0,0,0,0,0,"55,000",Tunai,"55,000",,,
22-08-2021 14:52:02,WPPPCMRQRNKGZ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Lemon Tea - Ice,Tea Base,1,"10,000","10,000",0,,,,,,,,,,,,
22-08-2021 14:52:02,WPPPCMRQRNKGZ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Taro - Ice,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
22-08-2021 10:05:47,7BBBTJKVKBLML,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Kopi Legit (MP),Minggu Pagi,1,"10,000","10,000",0,"57,000",0,0,0,0,0,"57,000",Tunai,"57,000",,,
22-08-2021 10:05:47,7BBBTJKVKBLML,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Bandrek,Tradisional Drink,1,"10,000","10,000",0,,,,,,,,,,,,
22-08-2021 10:05:47,7BBBTJKVKBLML,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,V60 - Hot,Classic,1,"12,000","12,000",0,,,,,,,,,,,,
22-08-2021 10:05:47,7BBBTJKVKBLML,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Choco Berry,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
22-08-2021 10:05:47,7BBBTJKVKBLML,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tubruk,Classic,1,"10,000","10,000",0,,,,,,,,,,,,
21-08-2021 21:07:14,JGGGCGL4YBKGB,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Goreng - Kampung,Lalapan,-1,"-22,000","-22,000",0,"-95,000",0,0,0,0,0,"-95,000",Tunai,"-95,000",Kesalahan input,,
21-08-2021 21:07:14,JGGGCGL4YBKGB,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Mie Goreng Joglo - sedang,Mie,-1,"-15,000","-15,000",0,,,,,,,,,,,,
21-08-2021 21:07:14,JGGGCGL4YBKGB,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Capcay Joglo,Sayuran,-1,"-15,000","-15,000",0,,,,,,,,,,,,
21-08-2021 21:07:14,JGGGCGL4YBKGB,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Kribo,Lalapan,-1,"-15,000","-15,000",0,,,,,,,,,,,,
21-08-2021 21:07:14,JGGGCGL4YBKGB,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,-2,"-6,000","-12,000",0,,,,,,,,,,,,
21-08-2021 21:07:14,JGGGCGL4YBKGB,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Matcha - Hot,Tea Base,-1,"-13,000","-13,000",0,,,,,,,,,,,,
21-08-2021 21:07:14,JGGGCGL4YBKGB,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Air Mineral,Additional,-1,"-3,000","-3,000",0,,,,,,,,,,,,
21-08-2021 21:07:04,ZVVV3RP7GZ8N9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Goreng - Kampung,Lalapan,1,"22,000","22,000",0,"95,000",0,0,0,0,0,"95,000",Tunai,"95,000",Kesalahan input,,
21-08-2021 21:07:04,ZVVV3RP7GZ8N9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Mie Goreng Joglo - sedang,Mie,1,"15,000","15,000",0,,,,,,,,,,,,
21-08-2021 21:07:04,ZVVV3RP7GZ8N9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Capcay Joglo,Sayuran,1,"15,000","15,000",0,,,,,,,,,,,,
21-08-2021 21:07:04,ZVVV3RP7GZ8N9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Kribo,Lalapan,1,"15,000","15,000",0,,,,,,,,,,,,
21-08-2021 21:07:04,ZVVV3RP7GZ8N9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,2,"6,000","12,000",0,,,,,,,,,,,,
21-08-2021 21:07:04,ZVVV3RP7GZ8N9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Matcha - Hot,Tea Base,1,"13,000","13,000",0,,,,,,,,,,,,
21-08-2021 21:07:04,ZVVV3RP7GZ8N9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Air Mineral,Additional,1,"3,000","3,000",0,,,,,,,,,,,,
21-08-2021 20:40:30,D8882VQBWPLVY,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Lemon Tea - Ice,Tea Base,1,"10,000","10,000",0,"10,000",0,0,0,0,0,"10,000",Tunai,"10,000",,,
21-08-2021 20:05:39,VPPPCZ8VG4QLP,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Nasi Goreng Joglo - normal,Nasi,2,"15,000","30,000",0,"51,000",0,0,0,0,0,"51,000",Tunai,"51,000",,,
21-08-2021 20:05:39,VPPPCZ8VG4QLP,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Bakar,Lalapan,1,"15,000","15,000",0,,,,,,,,,,,,
21-08-2021 20:05:39,VPPPCZ8VG4QLP,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,1,"6,000","6,000",0,,,,,,,,,,,,
21-08-2021 19:58:07,WPPPCMRQP4G96,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Krupuk,Additional,-1,"-2,000","-2,000",0,"-2,000",0,0,0,0,0,"-2,000",Tunai,"-2,000",Kesalahan input,,
21-08-2021 19:57:57,JGGGCGL4Y9V99,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Krupuk,Additional,1,"2,000","2,000",0,"2,000",0,0,0,0,0,"2,000",Tunai,"2,000",Kesalahan input,,
21-08-2021 19:34:49,JGGGCGL4Y99JN,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Air Mineral,Additional,1,"3,000","3,000",0,"3,000",0,0,0,0,0,"3,000",Tunai,"3,000",,,
21-08-2021 19:13:31,4QQQTPMVY9VB4,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Kentang Goreng Sosis,Snack,1,"12,000","12,000",0,"46,000",0,0,0,0,0,"46,000",Tunai,"46,000",,,
21-08-2021 19:13:31,4QQQTPMVY9VB4,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Cappucino,Expresso Base,2,"12,000","24,000",0,,,,,,,,,,,,
21-08-2021 19:13:31,4QQQTPMVY9VB4,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Americano - Ice,Expresso Base,1,"10,000","10,000",0,,,,,,,,,,,,
21-08-2021 18:45:29,9YYYSR4B8V4JR,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Nasi Goreng Joglo - sedang,Nasi,1,"15,000","15,000",0,"60,000",0,0,0,0,0,"60,000",Tunai,"60,000",,,
21-08-2021 18:45:29,9YYYSR4B8V4JR,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Burger,Snack,1,"15,000","15,000",0,,,,,,,,,,,,
21-08-2021 18:45:29,9YYYSR4B8V4JR,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Sparkling Berry,Signature,1,"15,000","15,000",0,,,,,,,,,,,,
21-08-2021 18:45:29,9YYYSR4B8V4JR,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Leci Fresh,Signature,1,"15,000","15,000",0,,,,,,,,,,,,
21-08-2021 18:19:10,WPPPCMRQP4MLY,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Wedang Uwuh,Tradisional Drink,1,"10,000","10,000",0,"31,000",0,0,0,0,0,"31,000",Tunai,"31,000",,,
21-08-2021 18:19:10,WPPPCMRQP4MLY,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Cookies Biscof,Signature,1,"15,000","15,000",0,,,,,,,,,,,,
21-08-2021 18:19:10,WPPPCMRQP4MLY,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,1,"6,000","6,000",0,,,,,,,,,,,,
21-08-2021 16:15:54,KLLLCD9MNK7BZ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Taro - Hot,Milk Base,1,"13,000","13,000",0,"28,000",0,0,0,0,0,"28,000",Tunai,"28,000",,,
21-08-2021 16:15:54,KLLLCD9MNK7BZ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chocolate - Ice,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
21-08-2021 16:08:40,4QQQTPMVY6DMK,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Matcha - Ice,Tea Base,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
21-08-2021 15:49:32,88882KY7LMZJG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Matcha - Ice,Tea Base,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
21-08-2021 14:58:42,RQQQT79LKRRP4,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Jasmine Tea - Ice,Tea Base,1,"10,000","10,000",0,"10,000",0,0,0,0,0,"10,000",Tunai,"10,000",,,
21-08-2021 14:20:51,88882KY7LMWK9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chicken Sausage Roll,Snack,1,"13,000","13,000",0,"28,000",0,0,0,0,0,"28,000",Tunai,"28,000",,,
21-08-2021 14:20:51,88882KY7LMWK9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Black and White,Signature,1,"15,000","15,000",0,,,,,,,,,,,,
20-08-2021 20:21:29,4QQQTPMVYLYP6,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Goreng - Potong,Lalapan,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
20-08-2021 20:20:11,4QQQTPMVYLY7N,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tiramisu Milk Biscoff,Milk Base,-2,"-15,000","-30,000",0,"-45,000",0,0,0,0,0,"-45,000",Tunai,"-45,000",Kesalahan input,,
20-08-2021 20:20:11,4QQQTPMVYLY7N,Void,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Goreng - Potong,Lalapan,-1,"-15,000","-15,000",0,,,,,,,,,,,,
20-08-2021 20:19:29,KLLLCD9MN77PJ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tiramisu Milk Biscoff,Milk Base,2,"15,000","30,000",0,"45,000",0,0,0,0,0,"45,000",Tunai,"45,000",Kesalahan input,,
20-08-2021 20:19:29,KLLLCD9MN77PJ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Goreng - Potong,Lalapan,1,"15,000","15,000",0,,,,,,,,,,,,
20-08-2021 19:59:08,M8882GYPJR76J,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Kentang Goreng,Snack,1,"8,000","8,000",0,"8,000",0,0,0,0,0,"8,000",Tunai,"8,000",,,
20-08-2021 19:44:48,NLLLCRMJVKW8K,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Burger,Snack,1,"15,000","15,000",0,"45,000",0,0,0,0,0,"45,000",Tunai,"45,000",,,
20-08-2021 19:44:48,NLLLCRMJVKW8K,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Black Charcoal - Ice,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
20-08-2021 19:44:48,NLLLCRMJVKW8K,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chocolate - Ice,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
20-08-2021 19:32:12,7BBBTJKV9W88V,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Taro - Ice,Milk Base,1,"15,000","15,000",0,"27,000",0,0,0,0,0,"27,000",Tunai,"27,000",,,
20-08-2021 19:32:12,7BBBTJKV9W88V,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Kentang Goreng Sosis,Snack,1,"12,000","12,000",0,,,,,,,,,,,,
20-08-2021 19:30:56,9YYYSR4B8QJYV,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Choco Hazelnut,Milk Base,1,"15,000","15,000",0,"32,000",0,0,0,0,0,"32,000",Tunai,"32,000",,,
20-08-2021 19:30:56,9YYYSR4B8QJYV,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Promo 17K Berry Milk + Mendoan,Promo Kemerdekaan,1,"17,000","17,000",0,,,,,,,,,,,,
20-08-2021 19:07:33,YBBBT8KPBM6M4,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Air Mineral,Additional,1,"3,000","3,000",0,"25,000",0,0,0,0,0,"25,000",Tunai,"25,000",,,
20-08-2021 19:07:33,YBBBT8KPBM6M4,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Goreng - Kampung,Lalapan,1,"22,000","22,000",0,,,,,,,,,,,,
20-08-2021 19:04:24,L666CLBVK7PMN,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Choco Hazelnut,Milk Base,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
20-08-2021 18:49:12,WPPPCMRQPND6D,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Cappucino,Expresso Base,1,"12,000","12,000",0,"41,000",0,0,0,0,0,"41,000",Tunai,"41,000",,,
20-08-2021 18:49:12,WPPPCMRQPND6D,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chocolate - Ice,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
20-08-2021 18:49:12,WPPPCMRQPND6D,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,1,"6,000","6,000",0,,,,,,,,,,,,
20-08-2021 18:49:12,WPPPCMRQPND6D,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Kentang Goreng,Snack,1,"8,000","8,000",0,,,,,,,,,,,,
20-08-2021 18:47:09,6GGGCWKNLPM6Y,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Vietnam Drip,Classic,1,"10,000","10,000",0,"33,000",0,0,0,0,0,"33,000",Tunai,"33,000",,,
20-08-2021 18:47:09,6GGGCWKNLPM6Y,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chicken Sausage Roll,Snack,1,"13,000","13,000",0,,,,,,,,,,,,
20-08-2021 18:47:09,6GGGCWKNLPM6Y,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Lemon Tea - Ice,Tea Base,1,"10,000","10,000",0,,,,,,,,,,,,
20-08-2021 18:45:03,RQQQT79LK6LBM,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Goreng - Potong,Lalapan,1,"15,000","15,000",0,"38,000",0,0,0,0,0,"38,000",Tunai,"38,000",,,
20-08-2021 18:45:03,RQQQT79LK6LBM,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Lemon Tea - Ice,Tea Base,1,"10,000","10,000",0,,,,,,,,,,,,
20-08-2021 18:45:03,RQQQT79LK6LBM,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Chocolate - Hot,Milk Base,1,"13,000","13,000",0,,,,,,,,,,,,
20-08-2021 18:33:55,M8882GYPJ8NGD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Mie Goreng Joglo - sedang,Mie,1,"15,000","15,000",0,"62,000",0,0,0,0,0,"62,000",Tunai,"62,000",,,
20-08-2021 18:33:55,M8882GYPJ8NGD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Burger,Snack,1,"15,000","15,000",0,,,,,,,,,,,,
20-08-2021 18:33:55,M8882GYPJ8NGD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Promo 17 K Teh Tarik + Kentang Goreng,Promo Kemerdekaan,1,"17,000","17,000",0,,,,,,,,,,,,
20-08-2021 18:33:55,M8882GYPJ8NGD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tiramisu Milk Biscoff,Milk Base,1,"15,000","15,000",0,,,,,,,,,,,,
20-08-2021 18:30:41,ZVVV3RP7GK8YG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Kentang Goreng Sosis,Snack,1,"12,000","12,000",0,"22,000",0,0,0,0,0,"22,000",Tunai,"22,000",,,
20-08-2021 18:30:41,ZVVV3RP7GK8YG,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Wedang Uwuh,Tradisional Drink,1,"10,000","10,000",0,,,,,,,,,,,,
20-08-2021 18:22:20,P777HPQ4RKJJZ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Promo 17 K Teh Tarik + Kentang Goreng,Promo Kemerdekaan,1,"17,000","17,000",0,"17,000",0,0,0,0,0,"17,000",Tunai,"17,000",,,
20-08-2021 13:57:14,QDDDSLMDN4GZ9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tiramisu Milk Biscoff,Milk Base,2,"15,000","30,000",0,"30,000",0,0,0,0,0,"30,000",Tunai,"30,000",,,
20-08-2021 13:14:08,7BBBTJKV9BBW9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Cappucino,Expresso Base,1,"12,000","12,000",0,"12,000",0,0,0,0,0,"12,000",Tunai,"12,000",,,
19-08-2021 20:07:17,M8882GYPRLKGD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Kribo,Lalapan,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
19-08-2021 19:46:12,WPPPCMRQ8VNWQ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Kribo,Lalapan,2,"15,000","30,000",0,"30,000",0,0,0,0,0,"30,000",Tunai,"30,000",,,
19-08-2021 19:26:43,NLLLCRMJBDQQ7,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Jasmine Tea - Hot,Tea Base,2,"8,000","16,000",0,"53,000",0,0,0,0,0,"53,000",Tunai,"53,000",,,
19-08-2021 19:26:43,NLLLCRMJBDQQ7,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Kentang Goreng,Snack,1,"8,000","8,000",0,,,,,,,,,,,,
19-08-2021 19:26:43,NLLLCRMJBDQQ7,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,2,"6,000","12,000",0,,,,,,,,,,,,
19-08-2021 19:26:43,NLLLCRMJBDQQ7,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Promo 17K Sigorsuke + Jasmine Ice,Promo Kemerdekaan,1,"17,000","17,000",0,,,,,,,,,,,,
19-08-2021 19:20:14,9YYYSR4B7MLGM,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,V60 Sessional Beans - hot,Classic,1,"15,000","15,000",0,"15,000",0,0,0,0,0,"15,000",Tunai,"15,000",,,
19-08-2021 19:16:18,P777HPQ4VBZND,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Nasi Goreng Joglo - sedang,Nasi,1,"15,000","15,000",0,"47,000",0,0,0,0,0,"47,000",Tunai,"47,000",,,
19-08-2021 19:16:18,P777HPQ4VBZND,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Caramel,Fancy,1,"15,000","15,000",0,,,,,,,,,,,,
19-08-2021 19:16:18,P777HPQ4VBZND,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Promo 17 K Teh Tarik + Kentang Goreng,Promo Kemerdekaan,1,"17,000","17,000",0,,,,,,,,,,,,
19-08-2021 17:02:17,P777HPQ4V7ZJD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Kribo,Lalapan,1,"15,000","15,000",0,"36,000",0,0,0,0,0,"36,000",Tunai,"36,000",,,
19-08-2021 17:02:17,P777HPQ4V7ZJD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Bakar,Lalapan,1,"15,000","15,000",0,,,,,,,,,,,,
19-08-2021 17:02:17,P777HPQ4V7ZJD,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Tempe Mendoan,Snack,1,"6,000","6,000",0,,,,,,,,,,,,
19-08-2021 16:04:37,GDDDSZ7PYJP8R,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Promo 45 Ayam Kampung + Burger + Berry Milk,Promo Kemerdekaan,1,"45,000","45,000",0,"55,000",0,0,0,0,0,"55,000",Tunai,"55,000",,,
19-08-2021 16:04:37,GDDDSZ7PYJP8R,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Jasmine Tea - Ice,Tea Base,1,"10,000","10,000",0,,,,,,,,,,,,
19-08-2021 16:00:24,NLLLCRMJBGJN8,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Promo 17K Berry Milk + Mendoan,Promo Kemerdekaan,1,"17,000","17,000",0,"17,000",0,0,0,0,0,"17,000",Tunai,"17,000",,,
19-08-2021 15:07:40,QDDDSLMDJZLB6,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Teh Tarik,Tea Base,1,"13,000","13,000",0,"13,000",0,0,0,0,0,"13,000",Tunai,"13,000",,,
19-08-2021 15:01:45,NLLLCRMJBGNVQ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Bandrek,Tradisional Drink,1,"10,000","10,000",0,"37,000",0,0,0,0,0,"37,000",Tunai,"37,000",,,
19-08-2021 15:01:45,NLLLCRMJBGNVQ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Lemon Tea - Hot,Tea Base,1,"10,000","10,000",0,,,,,,,,,,,,
19-08-2021 15:01:45,NLLLCRMJBGNVQ,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Promo 17K Berry Milk + Mendoan,Promo Kemerdekaan,1,"17,000","17,000",0,,,,,,,,,,,,
19-08-2021 14:33:33,4QQQTPMVLVW7R,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Pedas,Lalapan,1,"22,000","22,000",0,"82,000",0,0,0,0,0,"82,000",Tunai,"82,000",,,
19-08-2021 14:33:33,4QQQTPMVLVW7R,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Jasmine Tea - Ice,Tea Base,3,"10,000","30,000",0,,,,,,,,,,,,
19-08-2021 14:33:33,4QQQTPMVLVW7R,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Joglo Leci Fresh,Signature,1,"15,000","15,000",0,,,,,,,,,,,,
19-08-2021 14:33:33,4QQQTPMVLVW7R,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Ayam Kribo,Lalapan,1,"15,000","15,000",0,,,,,,,,,,,,
19-08-2021 14:31:06,L666CLBVWV6MW,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Cappucino,Expresso Base,1,"12,000","12,000",0,"12,000",0,0,0,0,0,"12,000",Tunai,"12,000",,,
19-08-2021 14:20:02,L666CLBVWVMJ9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Berry Milk,Milk Base,1,"15,000","15,000",0,"45,000",0,0,0,0,0,"45,000",Tunai,"45,000",,,
19-08-2021 14:20:02,L666CLBVWVMJ9,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Nasi Goreng Joglo - sedang,Nasi,2,"15,000","30,000",0,,,,,,,,,,,,
19-08-2021 13:32:33,9YYYSR4B7B6D4,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Promo 17 K Teh Tarik + Kentang Goreng,Promo Kemerdekaan,1,"17,000","17,000",0,"34,000",0,0,0,0,0,"34,000",Tunai,"34,000",,,
19-08-2021 13:32:33,9YYYSR4B7B6D4,Success,OT-263516,Cafe & Resto de.Joglo,,GHINA,,,,Promo 17K Berry Milk + Mendoan,Promo Kemerdekaan,1,"17,000","17,000",0,,,,,,,,,,,,
