Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,review_jawa_ngoko
Toys and Hobbies,Kereta Thomas Mainan Thomas,Kota Tangerang,59000,4.7,37200,11900,1,buruk,Negative,Anger,Ala
Toys and Hobbies,Kereta Thomas Mainan Thomas,Kota Tangerang,59000,4.7,37200,11900,1,saya belom menerima paket ini kenapa sudah selesai yah gimana sih!!!!,Negative,Anger,"Aku durung nampa paket iki, kenapa wis ditandhani wis dikirim? Apa sing kedadeyan?!"
Toys and Hobbies,Kereta Thomas Mainan Thomas,Kota Tangerang,59000,4.7,37200,11900,1,"tiba2 selesai padahal gak ada barang yang datang sama sekali, penipu ya?",Negative,Anger,"Dadi rampung ujug-ujug senajan ora ana barang sing teka, iki penipuan, ta?"
Toys and Hobbies,Permainan Stako Kayu 54 Balok dengan 4 Dadu,Kota Tangerang,35000,4.6,1353,680,1,"Blm dimainin barang udh cacat mana no angkanya ada yg pudar lagi, parah dah",Negative,Anger,"Barangé wis rusak sadurungé digunakaké, lan sawetara angka wis pudar. Iki nggegirisi."
Toys and Hobbies,mainan crocodile dentist game gigit jari buaya,Jakarta Barat,27500,4.8,399,152,1,masa baru dateng langsung rusak,Negative,Anger,Barangé teka wis rusak.
Toys and Hobbies,Tenda Bermain Anak Model Castle (BIRU/ PINK),Kota Tangerang,120000,4.8,1592,1085,1,"barang jelek, mudah sobek",Negative,Anger,Barangé kualitasé ala lan gampang koyak.
Toys and Hobbies,ACTION FIGURE KIMETSU NO YAIBA DEMON SLAYER TANJIRO NEZUKO KOCHO - Netzuko,Jakarta Barat,59000,4.9,711,257,1,Cacat gitu jidatnya..mana jelas bgt lagi..hadeeuuhh,Negative,Anger,Cacaté ana ing bathuké... lan ketok tenan... astaga.
Toys and Hobbies,Action Base untuk Display Stand SHF /HG/RG Gundam/ Action figure,Kab. Tangerang,17999,4.8,6648,1331,1,SENDINYA GA SERET SAMA SEKALI !! LOSSSSSS GA BISA BUAT JADI STAND !!! MEYESELL BANGET !!!!,Negative,Anger,JARENG ORA GESER-GESER BABAR PISAN!! JARENG ORA GUNA LAN ORA BISA DIGUNAKKE MINANGKA STAND!!! AKU KECEWA TENAN!!!!
Toys and Hobbies,Fidget Pop It Toy Murah Rainbow Mainan Anak Penghilang Stress Tiktok - ICECONE Pastel,Jakarta Timur,17500,4.8,17600,5189,1,"BELI 18 BIJI , DI TELP SAMA TOKO.. TERNYATA BARANG GK ADA N D TAWARIN GANTI YANG MURAH. SAYA GAK MAU. EH TETAP DIKIRIM AMONG US YG BUKAN UV! SAYA KAN SUDAH BILANG TIDAK MAU! RUGI 526 .",Negative,Anger,"Tuku 18 potongan, nelpon toko... Ternyata barangé ora ana lan padha nawaraké ngganti nganggo sing luwih murah. Aku ora gelem. Nanging tetep dikirim, lan dudu UV! Aku wis ngomong aku ora gelem! Lost 526."
Toys and Hobbies,Fidget Pop It Toy Murah Rainbow Mainan Anak Penghilang Stress Tiktok - ICECONE Pastel,Jakarta Timur,17500,4.8,17600,5189,1,pesan model love yg dtang mickey.anak we jdi ngamuk.di cat ktanya ready yg love.klo ga ada bilang,Negative,Anger,"Mesen model Love, nanging sing teka Mickey. Anakku nesu. Wong-wong kuwi ngomong model Love wis siap. Yen ora ana, kudune padha ngomong saka wiwitan."
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Jakarta Utara,71500,4.6,5667,1643,1,bocor payahlah ga di periksa dulu,Negative,Anger,"Bocor, amburadul tenan, durung dipriksa dhisik."
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Jakarta Utara,71500,4.6,5667,1643,1,"PACKING ASAL BARANG SANGAT MENGECEWAKAN,KOTOR, BOCOR, MUSIKNYA JG GA JALAN,BANYAK BARET",Negative,Anger,"Bungkusané ala, barangé reged, bocor, musiké ora muni, lan akèh goresan."
Toys and Hobbies,Tanjiro Nezuko Zenitsu Inosuke Action Figure Kimetsu No Yaiba - RANDOM KARAKTER,Jakarta Barat,55000,4.9,1753,740,1,"jelak.. ada yg patah, pedang pada meletot semua, apa lagi warna ya ada yg salah.. fatal",Negative,Anger,"Parah... sawetara bagean rusak, pedhangé kabèh bengkok, lan warnané uga salah... fatal."
Toys and Hobbies,Tanjiro Nezuko Zenitsu Inosuke Action Figure Kimetsu No Yaiba - RANDOM KARAKTER,Jakarta Barat,55000,4.9,1753,740,1,cacat gaming,Negative,Anger,Defek game
Toys and Hobbies,Pokeball,Jakarta Barat,39000,4.7,2057,312,1,"GW PESEN APA DIKASIH WARNA APA, GILA NI YG JUAL",Negative,Anger,"Aku pesen siji warna, nanging padha menehi liyane. Penjual iki edan."
Toys and Hobbies,Pokeball,Jakarta Barat,39000,4.7,2057,312,1,Harga mahal dan ga sesuai ekspetasi. Cat ga rapih dan bahan kyk plastik murahan,Negative,Anger,Larang lan ora cocog karo pangarepan. Caté ora rapi lan bahané krasa kaya plastik murah.
Toys and Hobbies,Robot Iron Man Hulkbuster - Kado Mainan Anak Avenger,Jakarta Barat,72500,4.8,758,422,1,"yg dikirim beda barang yg lebih murah, selisih 16.703 ...eh rusak pula.. mau retur tapi maenannya dah terlanjur dibuka...yauda gw minta balikin selisih nya aja dg suruh isiin pulsa gw aja 15rb... udah 6hari pulsa ga masuk2..ditanyain jawab nya ok doang... PARAH GA AMANAH!!!",Negative,Anger,"Barang sing dikirim iku versi sing luwih murah, bedane regane 16.703... lan uga rusak. Aku pengin mbalekake, nanging dolanan kuwi wis dibukak... mula aku mung njaluk bedane regane dikembarake kanthi top up pulsa telpon 15.000... wis 6 dina lan pulsane durung ditambahake... nalika tak takon, dheweke mung ngomong ""okay""... ORA KREDIBEL, ORA BISA DIPERCAYA!!!"
Toys and Hobbies,Pokemon GX / V Random - Kartu Pokemon TCG Indonesia - GX TD atau V TD,Kota Depok,6200,4.9,2552,222,1,"kartunya kw semua,katanya ori gimana sih",Negative,Anger,"Kabeh kertu palsu, nanging padha ngaku asli. Kepiye bisa?"
Toys and Hobbies,Robot Iron Man Hulkbuster - Kado Mainan Anak Avenger,Jakarta Barat,72500,4.8,758,422,3,kotaknya jelek! penyok! bungkus seadanya doang,Negative,Anger,Kothake elek tenan! Mlepes! Mung dibungkus sembarangan.
Toys and Hobbies,Jingpindangong Ketapel Aluminium - Camouflage - Cokelat,Jakarta Pusat,17100,4.7,1823,629,1,Udah sampenya lama bgd semingguan trs pas barangnya di coba malah patah. Sialan kan!,Negative,Anger,"Tekan suwé banget, luwih saka seminggu, lan pas tak coba barangé, pecah. Nyebelin tenan!"
Toys and Hobbies,Jingpindangong Ketapel Aluminium - Camouflage - Cokelat,Jakarta Pusat,17100,4.7,1823,629,1,No good !!! Tidak puassss,Negative,Anger,Ora apik!!! Aku ora puas tenan.
Toys and Hobbies,SK-M6 Mainan Tenda Anak Terowongan 4 in 1 + Kolam + Ring Basket Mainan - TENDA 4IN1 MERA,Kab. Tangerang,141988,4.9,2443,1345,1,"Proses kemas/kirim LAMA, seller ditanya hanya jawab MOHON SABAR, MOHON TUNGGU. Tidak kasih kepastian kapan kirim. Hrs nya dijawab BISA / TIDAK. End up barang di pickup sendiri ke gudang kurir krn perlu.",Negative,Anger,"Proses kemasan/pengiriman alon. Nalika ditakoni, penjual mung mangsuli, ""TOLONG SABAR, TOLONG ENTÈNI."" Dheweke ora menehi tanggal kirim sing pasti. Kudu mangsuli YA utawa ORA wae. Akhire aku kudu njupuk barangé dhéwé saka gudang kurir merga aku butuh."
Toys and Hobbies,SK-M6 Mainan Tenda Anak Terowongan 4 in 1 + Kolam + Ring Basket Mainan - TENDA 4IN1 MERA,Kab. Tangerang,141988,4.9,2443,1345,1,"tokonya tidak sportif, tidak koperatif pengalaman buruk belanja di toko ini barang cacat diajukan keluhan tapi tidak bertanggung jawab di chat lewat Tokped ataupun WA tapi tanggapannya muter muter doang kebanyakan basa basi padahal tidak mau bertanggung jawab lu makan tuh uang ***** buat **** istri lu hati hati dengan toko ini",Negative,Anger,"Toko iki ora sportif lan ora kooperatif. Pengalaman belanja sing ala ing toko iki. Aku wis ngajuake keluhan babagan barang cacat, nanging padha ora gelem tanggung jawab ing obrolan liwat Tokped utawa WA. Wangsulane mung muter-muter, umume omongan kosong, senajan padha ora gelem tanggung jawab. Dhuwitmu kuwi kok dipangan kanggo **** bojomu. Ati-ati karo toko iki."
Toys and Hobbies,SK-M6 Mainan Tenda Anak Terowongan 4 in 1 + Kolam + Ring Basket Mainan - TENDA 4IN1 MERA,Kab. Tangerang,141988,4.9,2443,1345,1,"Jualan kok ngotottt, nggak laku toko nya bang?",Negative,Anger,"Kenapa sampeyan terus-terusan ngganggu karo obral? Apa tokon sampeyan ora laris, Pak?"
Toys and Hobbies,Homade playdough mainan anak 50gr / play dough / playdoh / play doh - Hitam,Kota Tangerang Selatan,4500,4.8,8955,460,1,"pengiriman lama banget, dough nya juga jelek banget ga lentur, ga seperti biasanya",Negative,Anger,"Pengiriman suwé banget, lan adonané elek tenan—ora elastis babar pisan, ora kaya biyasané."
Toys and Hobbies,Coreful Figure Sakurajima Mai - Bunny Ver. (20cm),Kota Bekasi,450000,5.0,27,16,5,"Paket mulus sampai di tujuan, toko juga sudah terpercaya. Mantab??",Positive,Love,Paket tekan kanthi aman ing panggonan tujuan. Toko uga bisa dipercaya. Apik tenan??
Toys and Hobbies,"MAINAN EDUKATIF ANAK MERONCE MANIK KELERENG MUTIARA, 750PCS PROMO! - CRYSTAL",Jakarta Barat,65000,4.9,635,603,5,"suka....anak jd seneng meronce.sesuai pesenanya,barangnya jg bagus. mksh",Positive,Love,"Aku seneng... bocah-bocah seneng gawé kerajinan. Pas karo pesenan, lan produké apik. Matur nuwun."
Toys and Hobbies,"MAINAN EDUKATIF ANAK MERONCE MANIK KELERENG MUTIARA, 750PCS PROMO! - CRYSTAL",Jakarta Barat,65000,4.9,635,603,5,"begitu sampe langsung dibuat kreasi, anak2 seneng bgt. pengiriman jg cepat, makasih seller",Positive,Love,"Sakwise teka, kita langsung nggawe kreasi. Bocah-bocah padha seneng banget. Pengirimane uga cepet. Matur nuwun, penjual."
Toys and Hobbies,Coreful Figure Sakurajima Mai - Bunny Ver. (20cm),Kota Bekasi,450000,5.0,27,16,5,respon dan barang di proses dengan cepat thx kyou!! recommended banget.!!,Positive,Love,Respon lan pangolahan cepet. Matur nuwun!! Rekomendasi banget!!
Toys and Hobbies,Mandi Bola Anak Anak 200 pcs SNI Best Seller Termurah,Kab. Batang,59800,4.9,2602,1493,5,anak saya suka ??. Aman untuk si kecil!.,Positive,Love,Anakku seneng tenan??. Aman kanggo bocah cilik!.
Toys and Hobbies,Mandi Bola Anak Anak 200 pcs SNI Best Seller Termurah,Kab. Batang,59800,4.9,2602,1493,5,mantep bgt pokoknya bagus bola nya warna warni dan gak ada yang penyok.. bagus deh anak saya suka ??,Positive,Love,Pancen fantastis! Balé warna-warni lan ora ana lekukan. Apik tenan! Anakku seneng tenan ??
Toys and Hobbies,Mandi Bola Anak Anak 200 pcs SNI Best Seller Termurah,Kab. Batang,59800,4.9,2602,1493,5,Bagus�sesuatu ekspektasi ???? recommended seller,Positive,Love,Apik tenan—ngluwihi pangarepan. Penjual sing disaranake.
Toys and Hobbies,"DOMINO BATU WARNA SPEEDS + BOX KAYU COKLAT TEBAL 1,5 cm LX 047-04",Kota Surabaya,299500,4.7,791,281,5,mantaaappp bagus kereeennn??????????,Positive,Love,Apik tenan! Hebat lan keren!
Toys and Hobbies,The Werewolf Game / Mafia Game (TWG) - White Edition,Jakarta Barat,75000,4.9,2681,1318,5,"Barang mantap anak saya suka,dah gitu pengiriman cepat banget hari ini pesan besok dah sampe",Positive,Love,"Produk apik tenan, anakku seneng banget. Luwih maneh, pangiriman cepet banget—dipesen dina iki, teka sesuk."
Toys and Hobbies,Nezuko Kimetsu No Yaiba Nude Version Action Figure,Jakarta Barat,90000,4.9,52,43,5,"Pelayanan bagus, mantap, rekomen banget beli disini. Terima kasih.",Positive,Love,"Layanan apik banget, fantastis, banget disaranake tuku ing kene. Matur nuwun."
Toys and Hobbies,Jumping Pirates Roulette Family Game,Kota Tangerang,35000,4.8,5415,2330,5,bagus banget mainan nya anak2 aku suka,Positive,Love,"Dolanané fantastis, anak-anakku seneng banget."
Toys and Hobbies,Jumping Pirates Roulette Family Game,Kota Tangerang,35000,4.8,5415,2330,5,"bagus bengedd, sesuai ekspektasi jugaaa",Positive,Love,"Apik, persis kaya sing diarep-arep"
Toys and Hobbies,Kartu Remi Plastik Anti Air Waterproof - Black - Biru,Jakarta Pusat,14900,4.9,2521,719,5,barang sesuai deskripsi pengiriman cepat??????????????????????????????????????????????????????????????????????????????????????????,Positive,Love,"Prodhuké cocog karo katrangané, lan pangirimané cepet??????????????????????????????????????????????????????????????????????????????????????????"
Toys and Hobbies,Nezuko Kimetsu No Yaiba Nude Version Action Figure,Jakarta Barat,90000,4.9,52,43,5,Cantik Banget,Positive,Love,Endah tenan.
Toys and Hobbies,Mainan Anak Pedang Starwars Light Saber Double Blade Star Wars Cosplay,Jakarta Barat,87500,4.9,1046,518,5,"sampe cepet ..makasihh yahh,,anak aku seneng bangettt..",Positive,Love,"Teka kanthi cepet... matur nuwun sanget, anakku seneng banget."
Toys and Hobbies,POP IT MURAH RAINBOW UNICORN fidget push Pop Its Fidget Toy Push POPIT - UNICORN RAINBOW,Jakarta Barat,6000,4.8,11200,1647,5,mantaaaaap sesuai dengan �g di gambar nya jujur dan amanah seler nya .ngak nyesel belanja di toko ini .pokok nya mantaaaaap deh,Positive,Love,"Apik tenan, persis kaya ing gambar. Jujur lan bisa dipercaya. Ora nyesel belanja ing toko iki. Pancen apik tenan."
Toys and Hobbies,Kartu remi tahan air ukuran 6.3 x 8.8 cm,Kota Tangerang,47000,4.9,1192,718,5,"Pesanan cepat diproses, packing rapi, sesuai pesanan. juragan mantab. ?????? selalu Repeat order kesini.",Positive,Love,"Pesenan diproses kanthi cepet, dikemas rapi, kaya sing dipesen. Penjualé apik tenan. ?????? Aku mesthi pesen maneh ing kéné."
Toys and Hobbies,Boba Slime 200gr by kadokado.idn - Strawberry,Kota Malang,10000,4.9,1377,359,5,Aku suka banget... next pengen nyobain semua rasanya nyaman ketika digunakan.,Positive,Love,Aku seneng banget... sabanjuré aku pengin nyoba kabèh rasa. Iki nyaman digunakaké.
Toys and Hobbies,Boba Slime 200gr by kadokado.idn - Strawberry,Kota Malang,10000,4.9,1377,359,5,"Suka banget ama slamenya, bonusnya byk. Pengiriman cepat, semoga makin sukses seller",Positive,Love,"Seneng karo bungkusané, akèh bonus. Kiriman cepet, muga-muga penjualé terus sukses."
Toys and Hobbies,Boba Slime 200gr by kadokado.idn - Strawberry,Kota Malang,10000,4.9,1377,359,5,Suka banget wangi bgt teksturnya juga bagus bangeetPacking rapi ??,Positive,Love,Aku pancen seneng karo ambune lan teksture uga apik tenan. Bungkusan rapi ??
Toys and Hobbies,ACTION FIGURE ONE PIECE RORONOA ZORO WANO KIMONO DFX THE GRANDLINE MEN,Jakarta Barat,78900,4.8,282,176,5,bagus banget..top,Positive,Love,Pancen fantastis... paling apik.
Toys and Hobbies,Nezuko Kimetsu No Yaiba Nude Version Action Figure,Jakarta Barat,90000,4.9,52,43,5,"Mantap, gk pernah kecewa belanja disini. Figure sesuai foto. Kawaii banget Nezuko-chan Wangy wangyyy. Hehe becanda om ??",Positive,Love,"Apik tenan, ora tau kuciwa belanja ing kene. Wujude cocog karo fotone. Nezuko-chan lucu banget, wangy wangyyy. Hehe, guyon, Pak. ??"
Toys and Hobbies,Nezuko Kimetsu No Yaiba Nude Version Action Figure,Jakarta Barat,90000,4.9,52,43,5,"mantap gan , barang sudah sampai dengan aman , makasih gan ??",Positive,Love,"Apik tenan, barangé teka kanthi aman, matur nuwun!"
Toys and Hobbies,Permainan Stako Kayu 54 Balok dengan 4 Dadu,Kota Tangerang,35000,4.6,1353,680,5,bagus banget barang nya:),Positive,Love,Barangé pancen fantastis :)
Toys and Hobbies,PVC Figure Tanjiro Kamado - Vibration Stars (15cm),Kota Bekasi,320000,5.0,38,28,5,bagus bgt sumpah...harga juga murah bgt,Positive,Love,"Pancen fantastis, tak sumpahi... regane uga super terjangkau"
Toys and Hobbies,PVC Figure Tanjiro Kamado - Vibration Stars (15cm),Kota Bekasi,320000,5.0,38,28,5,MANTEB BANGETTT??? lov it!,Positive,Love,Pancen fantastis??? Aku seneng tenan!
Toys and Hobbies,Happy Truck Frictions PEMADAM - Mainan Mobilan Anak - Mobil Mobilan,Kab. Tangerang,50000,4.8,865,353,5,"mobilnya bagus bgt , pengiriman super cepat harga terjangkau ??????",Positive,Love,"Mobilé apik tenan, kirimané cepet banget, lan regané terjangkau."
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Jakarta Utara,20000,4.6,1964,340,5,"mantap banget, recomend. barang yg diterima sesuai gambar!.",Positive,Love,"Pancen fantastis, banget disaranake. Barang sing ditampa cocog karo gambare!"
Toys and Hobbies,Rak Rack Hotwheels 1:64 Isi 50 Lanscape Model Pintu Sleeding - Navy,Jakarta Barat,295000,4.9,1416,759,5,okeeee..... siiipps..... kereeennn abis utk tempatbhotwhealsnya gan,Positive,Love,"Oke... apik tenan... pancen nggumunake kanggo koleksi Hot Wheels, kancaku."
Toys and Hobbies,Rak Rack Hotwheels 1:64 Isi 50 Lanscape Model Pintu Sleeding - Navy,Jakarta Barat,295000,4.9,1416,759,5,Keren Banget Sempurna,Positive,Love,"Pancen nggumunake, sampurna."
Toys and Hobbies,Rak Rack Hotwheels 1:64 Isi 50 Lanscape Model Pintu Sleeding - Navy,Jakarta Barat,295000,4.9,1416,759,5,secara overall ok banget,Positive,Love,"Sakabehe, iki pancen apik."
Toys and Hobbies,Laba Laba Mainan Dekorasi Halloween Spider Toys Murah Grosir Prank Toy - besar isi 1,Jakarta Barat,25000,4.7,242,49,5,Mainannya bagus banget ??????,Positive,Love,Dolanané pancen fantastis tenan ??????
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Jakarta Barat,110000,4.8,1033,707,5,keren banget.....anak saya suka banget...,Positive,Love,Pancen nggumunake..... anakku seneng banget...
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Jakarta Barat,110000,4.8,1033,707,5,Sukaa sekaliiii.. sellernya juga responded banget.. terima kasih ya.. sukses untuk seller,Positive,Love,Aku seneng banget... penjualé uga cepet banget nanggapi... matur nuwun... salam paling apik kanggo penjual
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Jakarta Barat,110000,4.8,1033,707,5,"barangnya kerennnn banget. sayangnya bungkusnya hanya plastik biasa. shg terkesan kurang premium. overall, kuereennnn. terimakasih",Positive,Love,"Produk iki pancen luar biasa. Sayange, bungkusané mung plastik biasa, dadi krasa kurang premium. Sakabèhé, iki luar biasa. Matur nuwun"
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Jakarta Barat,110000,4.8,1033,707,5,bagus banget,Positive,Love,Iki pancen apik tenan.
Toys and Hobbies,Iron Man Mark 50 Action Figure Recast,Jakarta Barat,110000,4.8,1033,707,5,"Kualitas oke sesuai harga, tapi keren parah ??????",Positive,Love,"Kualitasé apik kanggo regané, nanging pancen nggumunake banget ??????"
Toys and Hobbies,PVC Figure Tanjiro Kamado - Vibration Stars (15cm),Kota Bekasi,320000,5.0,38,28,5,"mantap, sesuai deskripsi dan gambar",Positive,Love,"Apik, cocog karo katrangan lan gambar"
Toys and Hobbies,"PVC Figure Mizuhara Chizuru - Kanojo, Okarishimasu (18cm)",Kota Bekasi,400000,5.0,29,25,5,"First time beli, gak pake ragu,... pokoknya worth it banget,",Positive,Love,"Pisanan tuku, ora ragu-ragu... mesthi pantes,"
Toys and Hobbies,Limited Premium Figure Alice Schuberg (22cm),Kota Bekasi,450000,4.9,39,29,5,the best banget dan pengiriman juga cepat,Positive,Love,Sing paling apik lan pangiriman uga cepet.
Toys and Hobbies,"DOMINO BATU WARNA SPEEDS + BOX KAYU COKLAT TEBAL 1,5 cm LX 047-04",Kota Surabaya,299500,4.7,791,281,1,"saya sarankan jangan transaksi sama toko ini, pesanan saya sampai saat ini belum dikirim... selalu bohong klo ditanya...",Negative,Fear,Aku nyaranake aja transaksi karo toko iki; pesenanku durung dikirim... padha tansah goroh yen ditakoni...
Toys and Hobbies,ACTION FIGURE ONE PIECE RORONOA ZORO WANO KIMONO DFX THE GRANDLINE MEN,Jakarta Barat,78900,4.8,282,176,1,lain kali tolong lah di cek baik baik sebelum di bungkus,Negative,Fear,Mangga priksa kanthi teliti sadurunge mbungkus wektu sabanjure
Toys and Hobbies,Tanah Liat PLERED Kualitas SUPER CLAY 1 KG -Prakarya/Kerajinan Keramik,Jakarta Timur,8925,4.9,10000,1805,1,Barang tidak pernah sampai... malah disuruh ngambil sendiri... ngga rekomen banget,Negative,Fear,Barangé ora tau teka... malah aku disuruh njupuk dhéwé... ora disaranake tenan
Toys and Hobbies,Tanah Liat PLERED Kualitas SUPER CLAY 1 KG -Prakarya/Kerajinan Keramik,Jakarta Timur,8925,4.9,10000,1805,1,BARANG TIDAK DATANG DANA GK KEMBALI,Negative,Fear,"BARANG ORA TEKA, DUWIT ORA DIBALEKAKE"
Toys and Hobbies,Lilin mainan BOLA / Plastisin 1/4 - Biru,Jakarta Barat,4150,4.9,21300,1143,1,Parah ini toko ga ada tanggung jawab nya,Negative,Fear,"Toko iki elek tenan, ora duwe rasa tanggung jawab"
Toys and Hobbies,Kereta Thomas Mainan Thomas,Kota Tangerang,59000,4.7,37200,11900,1,"ga adda mesin nya,, jangan di beli...",Negative,Fear,"Ora ana mesiné, aja dituku..."
Toys and Hobbies,Kereta Thomas Mainan Thomas,Kota Tangerang,59000,4.7,37200,11900,1,"mentang2 dapetnya gratis dari tokped , ehh dikirimnyapun seenak jidat , packing jelek , mainannya gak dicek dulu , rodanya depannya gak ada , jadi keretanya gak bisa jalan , sorry gak difoto ,keburu kesel , sekarang pun mainannya udh ancur kayaknya sama ponakan saya.. next kalo ada pesanan jangan diliat dari apapun ya , cukup layani aja dengan penuh hati ..",Negative,Fear,"Amarga gratis saka Tokped, dikirim sembrono, bungkusané ala, ora dipriksa dhisik dolanané, rodha ngarepé ilang, dadi mobil dolanané ora bisa mlaku, nyuwun pangapunten ora ana foto, aku nesu banget, saiki dolanané mbok menawa wis rusak déning ponakanku... Wektu sabanjure, yen ana pesenan, aja ndeleng liyane, layani nganggo sakabehe ati..."
Toys and Hobbies,Kuy Cartridge Original - V1,Jakarta Barat,27000,4.9,26500,5864,1,Hati hati guys gua beli tiga terus satu bener bener gabisa dipake. Sengaja ngasih bintang satu lagian gua chat abangnya ga respon,Negative,Fear,"Ati-ati, kanca-kanca. Aku tuku telu, lan siji ora bisa digunakake babar pisan. Aku sengaja menehi siji lintang, lan nalika aku ngirim pesen marang sing adol, dheweke ora mangsuli."
Toys and Hobbies,Kuy Cartridge Original - V2,Jakarta Barat,27000,4.9,26500,5864,1,beli 2 dipakai dua hari udah hangus. kapok beli disini. 2 catridge gak sampe seminggu.,Negative,Fear,"Tuku loro, wis digunakake rong dina lan wis kobong kabeh. Aku ora bakal tuku maneh ing kene. Loro katrij malah ora tahan seminggu."
Toys and Hobbies,Happy Truck Frictions PEMADAM - Mainan Mobilan Anak - Mobil Mobilan,Kab. Tangerang,50000,4.8,865,353,1,"Order dan gambar truck pemadam kok dikirim mobilan police, NOT RECOMMENDED",Negative,Fear,"Mesen lan ing gambare truk pemadam kebakaran, nanging sing teka mobil polisi. ORA DISARANKAKE."
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Jakarta Utara,20000,4.6,1964,340,1,"ternyata bukan hot wheels asli, bahan plastik. harap di beri keterangan bahwa barang tdk original.",Negative,Fear,"Ternyata dudu Hot Wheels asli, digawe saka plastik. Mangga dicathet yèn barang iki ora asli."
Toys and Hobbies,sale promo hot wheels curah/murah/mobil hotwheel/terbaru - 52 chevy,Jakarta Utara,20000,4.6,1964,340,2,"ternyata bukan ORI,harga sesuai kualitas ya 10rb bahan plastik,harusnya dikasih keterangan di deskripsi,",Negative,Fear,Ternyata dudu asli. Regane cocog karo kualitasé—10.000 IDR kanggo bahan plastik. Kudué wis dicantumaké ing katrangan.
Toys and Hobbies,MAINAN MONTESSORI MONTESORI BUSY JAR BUSYJAR EDUKASI ANAK BAYI BALITA,Kota Bekasi,79900,5.0,2409,1224,3,Untuk jar bahannya bagus. bahan2 yg lain lumayan. Namun untuk tutup jar pita tlg diperhatikan lubangnya terlalu besar. gampang ditarik smp lepas. tp terbalik dgn tutupnya stick yg kekecilan lobangnya. stick plastik g bisa masuk. akhirnya hrs diganti tutup stick jd tutup pita. tp y pe er ngerjainnya krn udh keiket kecil2 gt kan. maaf agak panjang reviewnya. untuk yang lain bagus.,Negative,Fear,"Bahan toplesé apik. Bahan liyané lumayan. Nanging, bolongan tutup toplesé gedhé banget. Gampang dicopot. Nanging batang tutupé ana bolongan sing cilik banget. Batang plastiké ora muat. Akhiré, tutupé kudu diganti nganggo tutup lakban. Nanging repot amarga wis pecah dadi potongan-potongan cilik. Nyuwun pangapunten amarga ulasan sing dawa. Liyané apik."
Toys and Hobbies,Kereta Thomas Mainan Thomas,Kota Tangerang,59000,4.7,37200,11900,1,"merek kereta nya beda banget sama di gambar yg dijual. merek yg dijual keluaran china. dan bukan merek thomas train set, tapi thamos train set. rel kretanya juga gk bisa rata stabil. kalo nyari kualitas mending cari yang lain. saya aja ketipu sebenrnya. gk liat review dulu. mgkn kalo penjualnya ngasih barang yg sesuai gambar saya bakal puas.",Negative,Fear,"Merek sepuré béda banget karo sing ana ing gambar. Sing didol digawe ing China. Iki dudu set sepur Thomas, nanging set sepur Thamos. Rel sepuré uga ora stabil. Yen sampeyan nggoleki kualitas, luwih becik nggoleki barang liya. Aku saktenané ditipu. Aku ora maca ulasan dhisik. Mbok menawa yen penjual ngirim barang kaya sing ana ing gambar, mesthi aku bakal puas."
Toys and Hobbies,Fidget Pop It Toy Murah Rainbow Mainan Anak Penghilang Stress Tiktok - ICECONE Pastel,Jakarta Timur,17500,4.8,17600,5189,1,"bukan soal uangnya ,tapi soal ke amanahannya. kirim barang ada yg nggak dikirim(tidak lengkap) bukannya berniat dikirim kekurangannya malah belibet saat di inbox berkali kali. alasan macam2 minta no pesanan dan no resi sudah dikasih tetep aja alesan belibet. salah sendiri kirim brg ngga lengkap. sangat nggak rekomended.",Negative,Fear,"Iki dudu bab dhuwit, nanging bab kapercayan. Sawetara barang ora dikirim (ora lengkap), lan tinimbang ngirim barang sing kurang, padha terus nggawe alesan ing inbox. Padha menehi macem-macem alesan, njaluk nomer pesenan lan nomer pelacakan, nanging sanajan wis diwenehake, padha tetep nggawe alesan. Iku kesalahane dhewe amarga ngirim barang sing ora lengkap. Ora disaranake banget."
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Jakarta Utara,71500,4.6,5667,1643,1,"Sy order 5pcs dikirim cuma 4, Krn weekend senin sy Baru Cek system sdh close, ini penjual penipu Krn ditanya tdk mau jawab padahal dia online",Negative,Fear,"Aku pesen 5 potongan nanging mung nampa 4. Amarga akhir minggu, aku mriksa sistem ing dina Senin, nanging wis ditutup. Penjual iki penipu amarga ora gelem mangsuli nalika ditakoni, sanajan lagi online."
Toys and Hobbies,Jumping Animal / Kuda Kudaan Karet ( ada musik dan lampu ),Jakarta Utara,71500,4.6,5667,1643,1,seller jelek ga recommended mending ga usah belanja disini,Negative,Fear,"Penjual ala, ora disaranake. Luwih becik aja belanja ing kene."
