Kode Transaksi,Timestamp,Kode Barang,Nama Barang,Jumlah,Harga Jual,Total
48522020230216121511,2023-02-16 12:15:11,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230216121522,2023-02-16 12:15:22,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230216121533,2023-02-16 12:15:33,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230216121544,2023-02-16 12:15:44,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230216121557,2023-02-16 12:15:57,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230216121618,2023-02-16 12:16:18,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230216121633,2023-02-16 12:16:33,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020230216121648,2023-02-16 12:16:48,Co6,isi tabung co2 6m3,1,"350.000,00","350.000,00"
48522020230216121743,2023-02-16 12:17:43,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230216121756,2023-02-16 12:17:56,O21m3,Isi oksigen 1m3,2,"70.000,00","140.000,00"
48522020230216132219,2023-02-16 13:22:19,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230216132219,2023-02-16 13:22:19,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230216132232,2023-02-16 13:22:32,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230216151529,2023-02-16 15:15:29,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230216155813,2023-02-16 15:58:13,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230217083234,2023-02-17 8:32:34,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230217083252,2023-02-17 8:32:52,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230217083252,2023-02-17 8:32:52,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230217083308,2023-02-17 8:33:08,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230217105537,2023-02-17 10:55:37,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230217105603,2023-02-17 10:56:03,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230217112517,2023-02-17 11:25:17,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230217112621,2023-02-17 11:26:21,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230217112809,2023-02-17 11:28:09,ishara,Buku ishihara's,1,"35.000,00","35.000,00"
48522020230217112809,2023-02-17 11:28:09,tsbihdigtl,Tasbih digital,1,"4.500,00","4.500,00"
48522020230217112956,2023-02-17 11:29:56,isio20.5m3,isi oksigen kecil 0.5m3,1,"40.000,00","40.000,00"
48522020230217125228,2023-02-17 12:52:28,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230217145605,2023-02-17 14:56:05,irisbengkokrenz,Gt iris bengkok renz,1,"22.000,00","22.000,00"
48522020230217150836,2023-02-17 15:08:36,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230217152705,2023-02-17 15:27:05,Krsrdjml3,Kursi roda juara JM 03,1,"1.150.000,00","1.150.000,00"
48522020230217171316,2023-02-17 17:13:16,tnsmtrdgtlywl,Tensi yuwell YE660B,1,"260.000,00","260.000,00"
48522020230218084711,2023-02-18 8:47:11,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230218084725,2023-02-18 8:47:25,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230218084750,2023-02-18 8:47:50,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230218084750,2023-02-18 8:47:50,O26m3part2,Isi tabung O26m3 part 2,4,"125.000,00","500.000,00"
48522020230218084811,2023-02-18 8:48:11,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230218084821,2023-02-18 8:48:21,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230218084830,2023-02-18 8:48:30,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230218084849,2023-02-18 8:48:49,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230218084849,2023-02-18 8:48:49,lk87,Oxymeter lk87,1,"25.000,00","25.000,00"
48522020230218090548,2023-02-18 9:05:48,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230218105614,2023-02-18 10:56:14,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230218112835,2023-02-18 11:28:35,btgpngdukspatulakca,Batang pengaduk spatula kaca 30cm,1,"6.500,00","6.500,00"
48522020230218130843,2023-02-18 13:08:43,Kertsar,Kertas saring jepang kasar 60*60cm,2,"11.000,00","22.000,00"
48522020230218130910,2023-02-18 13:09:10,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230218141536,2023-02-18 14:15:36,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230218143407,2023-02-18 14:34:07,Mdcrp4,Medicrepe 4',1,"15.000,00","15.000,00"
48522020230220082025,2023-02-20 8:20:25,msktstyhjb,Masker trasti hijab,1,"105.000,00","105.000,00"
48522020230220082025,2023-02-20 8:20:25,hz250,Handsanitizer spray 250 ml,1,"25.000,00","25.000,00"
48522020230220082120,2023-02-20 8:21:20,O21-5m,"Isi tabung oksigen 1,5 m",1,"90.000,00","90.000,00"
48522020230220082120,2023-02-20 8:21:20,oksgnmsknnrbrtgdws,Oksigen mask non rebreathing dewasa,1,"25.000,00","25.000,00"
48522020230220092252,2023-02-20 9:22:52,3in1sellaco,Kursi roda 3 in 1 sellaco,1,"2.600.000,00","2.600.000,00"
48522020230220092624,2023-02-20 9:26:24,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230220092701,2023-02-20 9:27:01,spatlwithspon,Spatel spatula stainless 18 cm with spon,1,"7.500,00","7.500,00"
48522020230220115658,2023-02-20 11:56:58,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230220120207,2023-02-20 12:02:07,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230220124926,2023-02-20 12:49:26,Ar6m3,Isi tabung argon 6m3,1,"400.000,00","400.000,00"
48522020230220125009,2023-02-20 12:50:09,Ar6m3,Isi tabung argon 6m3,1,"400.000,00","400.000,00"
48522020230220142624,2023-02-20 14:26:24,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230220142637,2023-02-20 14:26:37,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230220142650,2023-02-20 14:26:50,026m3,Isi oksigen 6m3,2,"125.000,00","250.000,00"
48522020230220142650,2023-02-20 14:26:50,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230220142710,2023-02-20 14:27:10,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230220142710,2023-02-20 14:27:10,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230220142730,2023-02-20 14:27:30,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230220142746,2023-02-20 14:27:46,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230220152500,2023-02-20 15:25:00,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230221123414,2023-02-21 12:34:14,pulseA2,Pulse oxymeter A2,1,"54.000,00","54.000,00"
48522020230221131457,2023-02-21 13:14:57,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230221131516,2023-02-21 13:15:16,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230221131537,2023-02-21 13:15:37,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230221131550,2023-02-21 13:15:50,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230221131550,2023-02-21 13:15:50,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230221131607,2023-02-21 13:16:07,AC4kg,isi tabung acetylene,1,"450.000,00","450.000,00"
48522020230221131638,2023-02-21 13:16:38,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020230221131705,2023-02-21 13:17:05,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230221131904,2023-02-21 13:19:04,icbg,Onemed ice bag,1,"32.500,00","32.500,00"
48522020230221133913,2023-02-21 13:39:13,Tablok,Tabung reaksi lokal 16*150mm,1,"6.000,00","6.000,00"
48522020230222085909,2023-02-22 8:59:09,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230222114957,2023-02-22 11:49:57,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020230222114957,2023-02-22 11:49:57,pulseA2,Pulse oxymeter A2,1,"54.000,00","54.000,00"
48522020230222115548,2023-02-22 11:55:48,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230222115808,2023-02-22 11:58:08,p3k,Kotak P3K,1,"21.000,00","21.000,00"
48522020230222121038,2023-02-22 12:10:38,al961L,Alkohol 96% 1liter,1,"32.000,00","32.000,00"
48522020230222121329,2023-02-22 12:13:29,tAr6,Tabung argon 6m3,5,"1.900.000,00","9.500.000,00"
48522020230222121449,2023-02-22 12:14:49,Ar6m3,Isi tabung argon 6m3,4,"400.000,00","1.600.000,00"
48522020230222121528,2023-02-22 12:15:28,t021m3,Tabung oksigen 1m3,1,"700.000,00","700.000,00"
48522020230222121554,2023-02-22 12:15:54,O21m3,Isi oksigen 1m3,2,"70.000,00","140.000,00"
48522020230222121626,2023-02-22 12:16:26,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230222121641,2023-02-22 12:16:41,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230222122228,2023-02-22 12:22:28,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230222122228,2023-02-22 12:22:28,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230222122228,2023-02-22 12:22:28,Catheter,Onemed catheter tip 50ml,3,"7.500,00","22.500,00"
48522020230222122228,2023-02-22 12:22:28,mrtr8cm,Mortir stamper 8cm,1,"34.000,00","34.000,00"
48522020230222122228,2023-02-22 12:22:28,srgtgnmxtr7,Sarung tangan steril maxter 7,1,"7.500,00","7.500,00"
48522020230222122228,2023-02-22 12:22:28,srgtgnstrlmxtr7.5,Sarung tangan steril maxter 7.5,1,"7.500,00","7.500,00"
48522020230222122228,2023-02-22 12:22:28,onemedstickpad,Pispot bab onemed stickpad,1,"37.000,00","37.000,00"
48522020230222122228,2023-02-22 12:22:28,oxipr,Pulse oximeter PR,1,"28.000,00","28.000,00"
48522020230222132653,2023-02-22 13:26:53,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230222132936,2023-02-22 13:29:36,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230222133609,2023-02-22 13:36:09,O21-5m,"Isi tabung oksigen 1,5 m",1,"90.000,00","90.000,00"
48522020230222133651,2023-02-22 13:36:51,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230222133823,2023-02-22 13:38:23,t021m3,Tabung oksigen 1m3,1,"700.000,00","700.000,00"
48522020230222133823,2023-02-22 13:38:23,trolly1meter,trolly 1m3,1,"65.000,00","65.000,00"
48522020230222133823,2023-02-22 13:38:23,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020230222133855,2023-02-22 13:38:55,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230222133855,2023-02-22 13:38:55,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230222133942,2023-02-22 13:39:42,Ar1m3,isi tabung argon 1m3/argon 0.5m3,1,"150.000,00","150.000,00"
48522020230222134144,2023-02-22 13:41:44,Nirbeken20,Nirbeken 20cm,1,"37.000,00","37.000,00"
48522020230222134231,2023-02-22 13:42:31,alkhol1lt,Alkohol 70% 1liter,2,"27.000,00","54.000,00"
48522020230222153645,2023-02-22 15:36:45,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230223091633,2023-02-23 9:16:33,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230223091650,2023-02-23 9:16:50,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230223091711,2023-02-23 9:17:11,O26m3part2,Isi tabung O26m3 part 2,3,"125.000,00","375.000,00"
48522020230223120256,2023-02-23 12:02:56,nec28,Nebulizer Omron NE-C28,1,"685.000,00","685.000,00"
48522020230223121905,2023-02-23 12:19:05,pulseA2,Pulse oxymeter A2,1,"54.000,00","54.000,00"
48522020230223121905,2023-02-23 12:19:05,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230223121943,2023-02-23 12:19:43,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230223122004,2023-02-23 12:20:04,Ar6m3,Isi tabung argon 6m3,1,"400.000,00","400.000,00"
48522020230223133431,2023-02-23 13:34:31,spatlwithspon,Spatel spatula stainless 18 cm with spon,1,"7.500,00","7.500,00"
48522020230223133516,2023-02-23 13:35:16,Tablok,Tabung reaksi lokal 16*150mm,2,"6.000,00","12.000,00"
48522020230223133659,2023-02-23 13:36:59,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230223133905,2023-02-23 13:39:05,Thermruangn,Thermometer vaksin digital,1,"26.000,00","26.000,00"
48522020230223140914,2023-02-23 14:09:14,mjlptbsr,Meja lipat besar,1,"80.000,00","80.000,00"
48522020230223154326,2023-02-23 15:43:26,Krtslkms,Kertas lakmus,1,"5.500,00","5.500,00"
48522020230223160338,2023-02-23 16:03:38,alkswonemed,Alkohol swabs onemed,1,"12.000,00","12.000,00"
48522020230223160338,2023-02-23 16:03:38,tourniquetonehealth,Tourniquet onehealth,1,"13.500,00","13.500,00"
48522020230223160338,2023-02-23 16:03:38,ultflx10,Ultrafix onemed 10*5,1,"27.000,00","27.000,00"
48522020230224082210,2023-02-24 8:22:10,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230224084754,2023-02-24 8:47:54,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230224121137,2023-02-24 12:11:37,pispottutup,Pispot laki laki tutup onemed,1,"20.000,00","20.000,00"
48522020230224121137,2023-02-24 12:11:37,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230224134934,2023-02-24 13:49:34,Obglassonlab,Object glass onelab,1,"20.500,00","20.500,00"
48522020230224135336,2023-02-24 13:53:36,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230224135402,2023-02-24 13:54:02,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230224135417,2023-02-24 13:54:17,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230224135440,2023-02-24 13:54:40,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230224135458,2023-02-24 13:54:58,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230224135518,2023-02-24 13:55:18,O21m3,Isi oksigen 1m3,2,"70.000,00","140.000,00"
48522020230225084829,2023-02-25 8:48:29,t021m3,Tabung oksigen 1m3,1,"700.000,00","700.000,00"
48522020230225084829,2023-02-25 8:48:29,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020230225084911,2023-02-25 8:49:11,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230225084911,2023-02-25 8:49:11,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230225085020,2023-02-25 8:50:20,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230225085020,2023-02-25 8:50:20,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020230225085037,2023-02-25 8:50:37,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230225085108,2023-02-25 8:51:08,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230225085250,2023-02-25 8:52:50,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230225085314,2023-02-25 8:53:14,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230225090809,2023-02-25 9:08:09,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230225113314,2023-02-25 11:33:14,tianginfsmrh,Tiang Infus besi v murah,1,"115.000,00","115.000,00"
48522020230225120210,2023-02-25 12:02:10,stripkolestrol,Easy touch strip kolestrol,1,"167.000,00","167.000,00"
48522020230225120210,2023-02-25 12:02:10,stetouglu,Easytouch strip gula darah,1,"94.000,00","94.000,00"
48522020230225120210,2023-02-25 12:02:10,alkswonemed,Alkohol swabs onemed,1,"12.000,00","12.000,00"
48522020230225124757,2023-02-25 12:47:57,Nonmerkun,Deker pergelangan kaki non merk,1,"10.500,00","10.500,00"
48522020230225125417,2023-02-25 12:54:17,esytchgcu,Easytouch GCU,1,"220.000,00","220.000,00"
48522020230225133757,2023-02-25 13:37:57,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230225133903,2023-02-25 13:39:03,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230225141041,2023-02-25 14:10:41,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230225141928,2023-02-25 14:19:28,Korent,Korentang,1,"60.000,00","60.000,00"
48522020230225150635,2023-02-25 15:06:35,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230225150653,2023-02-25 15:06:53,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230225160240,2023-02-25 16:02:40,Bola,Bola kesehatan,1,"12.000,00","12.000,00"
48522020230227082129,2023-02-27 8:21:29,O21-5m,"Isi tabung oksigen 1,5 m",1,"90.000,00","90.000,00"
48522020230227082253,2023-02-27 8:22:53,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230227091232,2023-02-27 9:12:32,t021m3,Tabung oksigen 1m3,1,"700.000,00","700.000,00"
48522020230227091232,2023-02-27 9:12:32,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020230227091232,2023-02-27 9:12:32,tr,Trolly oksigen 1m3 second,1,"60.000,00","60.000,00"
48522020230227091340,2023-02-27 9:13:40,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230227091340,2023-02-27 9:13:40,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230227091502,2023-02-27 9:15:02,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230227091502,2023-02-27 9:15:02,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020230227091526,2023-02-27 9:15:26,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230227091526,2023-02-27 9:15:26,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230227093503,2023-02-27 9:35:03,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020230227093530,2023-02-27 9:35:30,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230227093858,2023-02-27 9:38:58,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020230227093858,2023-02-27 9:38:58,rgltrmedicallotus,Regulator Medical Lotus,1,"350.000,00","350.000,00"
48522020230227093928,2023-02-27 9:39:28,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230227093928,2023-02-27 9:39:28,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230227093948,2023-02-27 9:39:48,Potong4,Kasa gulung potong 4,1,"92.000,00","92.000,00"
48522020230227100957,2023-02-27 10:09:57,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230227115912,2023-02-27 11:59:12,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230227121153,2023-02-27 12:11:53,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230227121206,2023-02-27 12:12:06,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230227121222,2023-02-27 12:12:22,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230227121239,2023-02-27 12:12:39,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230227131423,2023-02-27 13:14:23,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230227142243,2023-02-27 14:22:43,pyrex16x150,Tabung reaksi 16x150cc pyrex,6,"6.500,00","39.000,00"
48522020230227142333,2023-02-27 14:23:33,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230227142419,2023-02-27 14:24:19,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230227142603,2023-02-27 14:26:03,lk87,Oxymeter lk87,1,"25.000,00","25.000,00"
48522020230227142603,2023-02-27 14:26:03,Uklmrnz14cm,U-klem renz 14cm,1,"47.500,00","47.500,00"
48522020230227142603,2023-02-27 14:26:03,transofix,Transofix,1,"7.500,00","7.500,00"
48522020230227142603,2023-02-27 14:26:03,kapasbalutkecil,Kapas balut putih kecil,1,"2.500,00","2.500,00"
48522020230227142913,2023-02-27 14:29:13,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230227142913,2023-02-27 14:29:13,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230227150810,2023-02-27 15:08:10,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230227154147,2023-02-27 15:41:47,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230227154158,2023-02-27 15:41:58,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230228112012,2023-02-28 11:20:12,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230228112239,2023-02-28 11:22:39,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230228120337,2023-02-28 12:03:37,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230228120358,2023-02-28 12:03:58,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230228120410,2023-02-28 12:04:10,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230228120422,2023-02-28 12:04:22,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230228120441,2023-02-28 12:04:41,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230228120502,2023-02-28 12:05:02,Ar6m3,Isi tabung argon 6m3,1,"400.000,00","400.000,00"
48522020230228120516,2023-02-28 12:05:16,Ar6m3,Isi tabung argon 6m3,1,"400.000,00","400.000,00"
48522020230228121030,2023-02-28 12:10:30,sutplan,Suture plain,3,"10.500,00","31.500,00"
48522020230228121030,2023-02-28 12:10:30,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020230228121943,2023-02-28 12:19:43,al961L,Alkohol 96% 1liter,1,"32.000,00","32.000,00"
48522020230228122049,2023-02-28 12:20:49,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020230228122154,2023-02-28 12:21:54,spatelstainn15cm,Spatel spatula stainnless 15cm,1,"7.000,00","7.000,00"
48522020230228122154,2023-02-28 12:21:54,alkhol100ml,Alkohol 70 % 100 ml,1,"4.000,00","4.000,00"
48522020230228122154,2023-02-28 12:21:54,mitsg3,Mitela kain segitiga,1,"6.500,00","6.500,00"
48522020230228122221,2023-02-28 12:22:21,alkhol100ml,Alkohol 70 % 100 ml,1,"4.000,00","4.000,00"
48522020230228122221,2023-02-28 12:22:21,Kom8,Kom iodine 8cm,1,"28.000,00","28.000,00"
48522020230228140314,2023-02-28 14:03:14,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020230301082618,2023-03-01 8:26:18,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230301083548,2023-03-01 8:35:48,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230301084835,2023-03-01 8:48:35,O21-5m,"Isi tabung oksigen 1,5 m",1,"90.000,00","90.000,00"
48522020230301120057,2023-03-01 12:00:57,gtt,Gunting tajam tumpul marwa,1,"25.000,00","25.000,00"
48522020230301120057,2023-03-01 12:00:57,Marwapin,Pinset anatomis marwa,1,"13.500,00","13.500,00"
48522020230301121211,2023-03-01 12:12:11,Lancetonemed,Blood lancet onemed,1,"11.000,00","11.000,00"
48522020230301140257,2023-03-01 14:02:57,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230301140309,2023-03-01 14:03:09,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230301140509,2023-03-01 14:05:09,onemedstickpad,Pispot bab onemed stickpad,1,"37.000,00","37.000,00"
48522020230301140553,2023-03-01 14:05:53,btgspakca25cm,Batang pengaduk spatula kaca 25 cm,1,"5.500,00","5.500,00"
48522020230301141003,2023-03-01 14:10:03,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230301141018,2023-03-01 14:10:18,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230301143853,2023-03-01 14:38:53,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230302081135,2023-03-02 8:11:35,nebulizeronemed,nebulizer onemed,1,"325.000,00","325.000,00"
48522020230302082809,2023-03-02 8:28:09,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230302091631,2023-03-02 9:16:31,kaki1nomerk,Tongkat kaki 1 no merk,1,"73.000,00","73.000,00"
48522020230302091804,2023-03-02 9:18:04,al961L,Alkohol 96% 1liter,2,"32.000,00","64.000,00"
48522020230302113835,2023-03-02 11:38:35,omten,Tensi omron hem 7120,1,"490.000,00","490.000,00"
48522020230302115917,2023-03-02 11:59:17,O21m3,Isi oksigen 1m3,2,"70.000,00","140.000,00"
48522020230302133448,2023-03-02 13:34:48,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230302133502,2023-03-02 13:35:02,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230302133516,2023-03-02 13:35:16,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230302140400,2023-03-02 14:04:00,O21-5m,"Isi tabung oksigen 1,5 m",1,"90.000,00","90.000,00"
48522020230302140400,2023-03-02 14:04:00,canulcosmomed,Selang canul cosmomed,1,"15.000,00","15.000,00"
48522020230302144909,2023-03-02 14:49:09,stripkolestrol,Easy touch strip kolestrol,1,"167.000,00","167.000,00"
48522020230302153753,2023-03-02 15:37:53,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020230303084528,2023-03-03 8:45:28,O21m3,Isi oksigen 1m3,1,"70.000,00","70.000,00"
48522020230303104725,2023-03-03 10:47:25,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
